#    L    TxT            TxE            TxP            TxW1           ExT            ExE            ExP            ExW1           PxT            PxE            PxP            PxW1           W1xT           W1xE           W1xP           W1xW1       
  7938    0.28777E-02   -0.38536E-04    0.35547E-12   -0.86482E-04   -0.38536E-04    0.26180E-04   -0.33863E-14    0.29549E-06    0.35547E-12   -0.33863E-14    0.83915E-18   -0.14608E-10   -0.86482E-04    0.29549E-06   -0.14608E-10    0.27369E+01
  7939    0.28775E-02   -0.38301E-04    0.35534E-12   -0.86456E-04   -0.38301E-04    0.26098E-04   -0.33757E-14    0.29453E-06    0.35534E-12   -0.33757E-14    0.83869E-18   -0.14604E-10   -0.86456E-04    0.29453E-06   -0.14604E-10    0.27370E+01
  7940    0.28773E-02   -0.38067E-04    0.35521E-12   -0.86430E-04   -0.38067E-04    0.26015E-04   -0.33652E-14    0.29356E-06    0.35521E-12   -0.33652E-14    0.83823E-18   -0.14600E-10   -0.86430E-04    0.29356E-06   -0.14600E-10    0.27371E+01
  7941    0.28772E-02   -0.37832E-04    0.35508E-12   -0.86404E-04   -0.37832E-04    0.25933E-04   -0.33546E-14    0.29260E-06    0.35508E-12   -0.33546E-14    0.83776E-18   -0.14596E-10   -0.86404E-04    0.29260E-06   -0.14596E-10    0.27372E+01
  7942    0.28770E-02   -0.37597E-04    0.35495E-12   -0.86378E-04   -0.37597E-04    0.25851E-04   -0.33440E-14    0.29163E-06    0.35495E-12   -0.33440E-14    0.83730E-18   -0.14591E-10   -0.86378E-04    0.29163E-06   -0.14591E-10    0.27373E+01
  7943    0.28769E-02   -0.37362E-04    0.35482E-12   -0.86352E-04   -0.37362E-04    0.25768E-04   -0.33334E-14    0.29066E-06    0.35482E-12   -0.33334E-14    0.83683E-18   -0.14587E-10   -0.86352E-04    0.29066E-06   -0.14587E-10    0.27374E+01
  7944    0.28767E-02   -0.37127E-04    0.35469E-12   -0.86326E-04   -0.37127E-04    0.25686E-04   -0.33228E-14    0.28970E-06    0.35469E-12   -0.33228E-14    0.83637E-18   -0.14583E-10   -0.86326E-04    0.28970E-06   -0.14583E-10    0.27376E+01
  7945    0.28766E-02   -0.36892E-04    0.35455E-12   -0.86301E-04   -0.36892E-04    0.25603E-04   -0.33121E-14    0.28873E-06    0.35455E-12   -0.33121E-14    0.83591E-18   -0.14579E-10   -0.86301E-04    0.28873E-06   -0.14579E-10    0.27377E+01
  7946    0.28765E-02   -0.36657E-04    0.35442E-12   -0.86275E-04   -0.36657E-04    0.25521E-04   -0.33015E-14    0.28776E-06    0.35442E-12   -0.33015E-14    0.83545E-18   -0.14574E-10   -0.86275E-04    0.28776E-06   -0.14574E-10    0.27378E+01
  7947    0.28763E-02   -0.36422E-04    0.35429E-12   -0.86249E-04   -0.36422E-04    0.25439E-04   -0.32909E-14    0.28680E-06    0.35429E-12   -0.32909E-14    0.83499E-18   -0.14570E-10   -0.86249E-04    0.28680E-06   -0.14570E-10    0.27379E+01
  7948    0.28762E-02   -0.36186E-04    0.35416E-12   -0.86223E-04   -0.36186E-04    0.25356E-04   -0.32803E-14    0.28583E-06    0.35416E-12   -0.32803E-14    0.83452E-18   -0.14566E-10   -0.86223E-04    0.28583E-06   -0.14566E-10    0.27380E+01
  7949    0.28761E-02   -0.35951E-04    0.35403E-12   -0.86197E-04   -0.35951E-04    0.25274E-04   -0.32696E-14    0.28486E-06    0.35403E-12   -0.32696E-14    0.83406E-18   -0.14562E-10   -0.86197E-04    0.28486E-06   -0.14562E-10    0.27381E+01
  7950    0.28759E-02   -0.35715E-04    0.35390E-12   -0.86171E-04   -0.35715E-04    0.25191E-04   -0.32590E-14    0.28389E-06    0.35390E-12   -0.32590E-14    0.83360E-18   -0.14557E-10   -0.86171E-04    0.28389E-06   -0.14557E-10    0.27382E+01
  7951    0.28758E-02   -0.35479E-04    0.35377E-12   -0.86145E-04   -0.35479E-04    0.25108E-04   -0.32484E-14    0.28292E-06    0.35377E-12   -0.32484E-14    0.83314E-18   -0.14553E-10   -0.86145E-04    0.28292E-06   -0.14553E-10    0.27383E+01
  7952    0.28757E-02   -0.35243E-04    0.35364E-12   -0.86120E-04   -0.35243E-04    0.25026E-04   -0.32377E-14    0.28195E-06    0.35364E-12   -0.32377E-14    0.83268E-18   -0.14549E-10   -0.86120E-04    0.28195E-06   -0.14549E-10    0.27384E+01
  7953    0.28755E-02   -0.35007E-04    0.35352E-12   -0.86094E-04   -0.35007E-04    0.24943E-04   -0.32271E-14    0.28098E-06    0.35352E-12   -0.32271E-14    0.83222E-18   -0.14545E-10   -0.86094E-04    0.28098E-06   -0.14545E-10    0.27385E+01
  7954    0.28754E-02   -0.34771E-04    0.35339E-12   -0.86068E-04   -0.34771E-04    0.24861E-04   -0.32164E-14    0.28001E-06    0.35339E-12   -0.32164E-14    0.83176E-18   -0.14541E-10   -0.86068E-04    0.28001E-06   -0.14541E-10    0.27386E+01
  7955    0.28753E-02   -0.34535E-04    0.35326E-12   -0.86042E-04   -0.34535E-04    0.24778E-04   -0.32058E-14    0.27904E-06    0.35326E-12   -0.32058E-14    0.83130E-18   -0.14536E-10   -0.86042E-04    0.27904E-06   -0.14536E-10    0.27388E+01
  7956    0.28752E-02   -0.34299E-04    0.35313E-12   -0.86016E-04   -0.34299E-04    0.24696E-04   -0.31951E-14    0.27807E-06    0.35313E-12   -0.31951E-14    0.83084E-18   -0.14532E-10   -0.86016E-04    0.27807E-06   -0.14532E-10    0.27389E+01
  7957    0.28751E-02   -0.34063E-04    0.35300E-12   -0.85991E-04   -0.34063E-04    0.24613E-04   -0.31844E-14    0.27710E-06    0.35300E-12   -0.31844E-14    0.83038E-18   -0.14528E-10   -0.85991E-04    0.27710E-06   -0.14528E-10    0.27390E+01
  7958    0.28749E-02   -0.33826E-04    0.35287E-12   -0.85965E-04   -0.33826E-04    0.24530E-04   -0.31738E-14    0.27613E-06    0.35287E-12   -0.31738E-14    0.82993E-18   -0.14524E-10   -0.85965E-04    0.27613E-06   -0.14524E-10    0.27391E+01
  7959    0.28748E-02   -0.33590E-04    0.35274E-12   -0.85939E-04   -0.33590E-04    0.24448E-04   -0.31631E-14    0.27516E-06    0.35274E-12   -0.31631E-14    0.82947E-18   -0.14520E-10   -0.85939E-04    0.27516E-06   -0.14520E-10    0.27392E+01
  7960    0.28747E-02   -0.33353E-04    0.35262E-12   -0.85914E-04   -0.33353E-04    0.24365E-04   -0.31524E-14    0.27419E-06    0.35262E-12   -0.31524E-14    0.82901E-18   -0.14515E-10   -0.85914E-04    0.27419E-06   -0.14515E-10    0.27393E+01
  7961    0.28746E-02   -0.33116E-04    0.35249E-12   -0.85888E-04   -0.33116E-04    0.24282E-04   -0.31417E-14    0.27322E-06    0.35249E-12   -0.31417E-14    0.82855E-18   -0.14511E-10   -0.85888E-04    0.27322E-06   -0.14511E-10    0.27394E+01
  7962    0.28745E-02   -0.32880E-04    0.35236E-12   -0.85862E-04   -0.32880E-04    0.24200E-04   -0.31310E-14    0.27224E-06    0.35236E-12   -0.31310E-14    0.82809E-18   -0.14507E-10   -0.85862E-04    0.27224E-06   -0.14507E-10    0.27395E+01
  7963    0.28744E-02   -0.32643E-04    0.35223E-12   -0.85837E-04   -0.32643E-04    0.24117E-04   -0.31203E-14    0.27127E-06    0.35223E-12   -0.31203E-14    0.82764E-18   -0.14503E-10   -0.85837E-04    0.27127E-06   -0.14503E-10    0.27396E+01
  7964    0.28743E-02   -0.32406E-04    0.35210E-12   -0.85811E-04   -0.32406E-04    0.24034E-04   -0.31096E-14    0.27030E-06    0.35210E-12   -0.31096E-14    0.82718E-18   -0.14499E-10   -0.85811E-04    0.27030E-06   -0.14499E-10    0.27397E+01
  7965    0.28742E-02   -0.32169E-04    0.35198E-12   -0.85785E-04   -0.32169E-04    0.23951E-04   -0.30989E-14    0.26933E-06    0.35198E-12   -0.30989E-14    0.82673E-18   -0.14494E-10   -0.85785E-04    0.26933E-06   -0.14494E-10    0.27398E+01
  7966    0.28741E-02   -0.31932E-04    0.35185E-12   -0.85760E-04   -0.31932E-04    0.23869E-04   -0.30882E-14    0.26835E-06    0.35185E-12   -0.30882E-14    0.82627E-18   -0.14490E-10   -0.85760E-04    0.26835E-06   -0.14490E-10    0.27399E+01
  7967    0.28740E-02   -0.31695E-04    0.35172E-12   -0.85734E-04   -0.31695E-04    0.23786E-04   -0.30775E-14    0.26738E-06    0.35172E-12   -0.30775E-14    0.82581E-18   -0.14486E-10   -0.85734E-04    0.26738E-06   -0.14486E-10    0.27400E+01
  7968    0.28739E-02   -0.31458E-04    0.35160E-12   -0.85708E-04   -0.31458E-04    0.23703E-04   -0.30668E-14    0.26640E-06    0.35160E-12   -0.30668E-14    0.82536E-18   -0.14482E-10   -0.85708E-04    0.26640E-06   -0.14482E-10    0.27402E+01
  7969    0.28738E-02   -0.31220E-04    0.35147E-12   -0.85683E-04   -0.31220E-04    0.23620E-04   -0.30561E-14    0.26543E-06    0.35147E-12   -0.30561E-14    0.82490E-18   -0.14478E-10   -0.85683E-04    0.26543E-06   -0.14478E-10    0.27403E+01
  7970    0.28737E-02   -0.30983E-04    0.35134E-12   -0.85657E-04   -0.30983E-04    0.23538E-04   -0.30454E-14    0.26446E-06    0.35134E-12   -0.30454E-14    0.82445E-18   -0.14473E-10   -0.85657E-04    0.26446E-06   -0.14473E-10    0.27404E+01
  7971    0.28736E-02   -0.30746E-04    0.35122E-12   -0.85632E-04   -0.30746E-04    0.23455E-04   -0.30347E-14    0.26348E-06    0.35122E-12   -0.30347E-14    0.82400E-18   -0.14469E-10   -0.85632E-04    0.26348E-06   -0.14469E-10    0.27405E+01
  7972    0.28735E-02   -0.30508E-04    0.35109E-12   -0.85606E-04   -0.30508E-04    0.23372E-04   -0.30239E-14    0.26251E-06    0.35109E-12   -0.30239E-14    0.82354E-18   -0.14465E-10   -0.85606E-04    0.26251E-06   -0.14465E-10    0.27406E+01
  7973    0.28735E-02   -0.30271E-04    0.35096E-12   -0.85581E-04   -0.30271E-04    0.23289E-04   -0.30132E-14    0.26153E-06    0.35096E-12   -0.30132E-14    0.82309E-18   -0.14461E-10   -0.85581E-04    0.26153E-06   -0.14461E-10    0.27407E+01
  7974    0.28734E-02   -0.30033E-04    0.35084E-12   -0.85555E-04   -0.30033E-04    0.23207E-04   -0.30025E-14    0.26056E-06    0.35084E-12   -0.30025E-14    0.82263E-18   -0.14457E-10   -0.85555E-04    0.26056E-06   -0.14457E-10    0.27408E+01
  7975    0.28733E-02   -0.29795E-04    0.35071E-12   -0.85530E-04   -0.29795E-04    0.23124E-04   -0.29917E-14    0.25958E-06    0.35071E-12   -0.29917E-14    0.82218E-18   -0.14453E-10   -0.85530E-04    0.25958E-06   -0.14453E-10    0.27409E+01
  7976    0.28732E-02   -0.29557E-04    0.35059E-12   -0.85504E-04   -0.29557E-04    0.23041E-04   -0.29810E-14    0.25861E-06    0.35059E-12   -0.29810E-14    0.82173E-18   -0.14448E-10   -0.85504E-04    0.25861E-06   -0.14448E-10    0.27410E+01
  7977    0.28731E-02   -0.29320E-04    0.35046E-12   -0.85479E-04   -0.29320E-04    0.22958E-04   -0.29703E-14    0.25763E-06    0.35046E-12   -0.29703E-14    0.82128E-18   -0.14444E-10   -0.85479E-04    0.25763E-06   -0.14444E-10    0.27411E+01
  7978    0.28731E-02   -0.29082E-04    0.35034E-12   -0.85453E-04   -0.29082E-04    0.22875E-04   -0.29595E-14    0.25665E-06    0.35034E-12   -0.29595E-14    0.82082E-18   -0.14440E-10   -0.85453E-04    0.25665E-06   -0.14440E-10    0.27412E+01
  7979    0.28730E-02   -0.28844E-04    0.35021E-12   -0.85428E-04   -0.28844E-04    0.22793E-04   -0.29488E-14    0.25568E-06    0.35021E-12   -0.29488E-14    0.82037E-18   -0.14436E-10   -0.85428E-04    0.25568E-06   -0.14436E-10    0.27413E+01
  7980    0.28729E-02   -0.28606E-04    0.35009E-12   -0.85402E-04   -0.28606E-04    0.22710E-04   -0.29380E-14    0.25470E-06    0.35009E-12   -0.29380E-14    0.81992E-18   -0.14432E-10   -0.85402E-04    0.25470E-06   -0.14432E-10    0.27414E+01
  7981    0.28729E-02   -0.28368E-04    0.34996E-12   -0.85377E-04   -0.28368E-04    0.22627E-04   -0.29273E-14    0.25372E-06    0.34996E-12   -0.29273E-14    0.81947E-18   -0.14427E-10   -0.85377E-04    0.25372E-06   -0.14427E-10    0.27416E+01
  7982    0.28728E-02   -0.28130E-04    0.34984E-12   -0.85351E-04   -0.28130E-04    0.22544E-04   -0.29165E-14    0.25275E-06    0.34984E-12   -0.29165E-14    0.81902E-18   -0.14423E-10   -0.85351E-04    0.25275E-06   -0.14423E-10    0.27417E+01
  7983    0.28727E-02   -0.27892E-04    0.34971E-12   -0.85326E-04   -0.27892E-04    0.22461E-04   -0.29058E-14    0.25177E-06    0.34971E-12   -0.29058E-14    0.81857E-18   -0.14419E-10   -0.85326E-04    0.25177E-06   -0.14419E-10    0.27418E+01
  7984    0.28727E-02   -0.27653E-04    0.34959E-12   -0.85300E-04   -0.27653E-04    0.22378E-04   -0.28950E-14    0.25079E-06    0.34959E-12   -0.28950E-14    0.81812E-18   -0.14415E-10   -0.85300E-04    0.25079E-06   -0.14415E-10    0.27419E+01
  7985    0.28726E-02   -0.27415E-04    0.34946E-12   -0.85275E-04   -0.27415E-04    0.22296E-04   -0.28843E-14    0.24982E-06    0.34946E-12   -0.28843E-14    0.81767E-18   -0.14411E-10   -0.85275E-04    0.24982E-06   -0.14411E-10    0.27420E+01
  7986    0.28725E-02   -0.27177E-04    0.34934E-12   -0.85250E-04   -0.27177E-04    0.22213E-04   -0.28735E-14    0.24884E-06    0.34934E-12   -0.28735E-14    0.81722E-18   -0.14407E-10   -0.85250E-04    0.24884E-06   -0.14407E-10    0.27421E+01
  7987    0.28725E-02   -0.26939E-04    0.34922E-12   -0.85224E-04   -0.26939E-04    0.22130E-04   -0.28627E-14    0.24786E-06    0.34922E-12   -0.28627E-14    0.81677E-18   -0.14403E-10   -0.85224E-04    0.24786E-06   -0.14403E-10    0.27422E+01
  7988    0.28724E-02   -0.26700E-04    0.34909E-12   -0.85199E-04   -0.26700E-04    0.22047E-04   -0.28520E-14    0.24688E-06    0.34909E-12   -0.28520E-14    0.81632E-18   -0.14398E-10   -0.85199E-04    0.24688E-06   -0.14398E-10    0.27423E+01
  7989    0.28724E-02   -0.26462E-04    0.34897E-12   -0.85174E-04   -0.26462E-04    0.21964E-04   -0.28412E-14    0.24591E-06    0.34897E-12   -0.28412E-14    0.81587E-18   -0.14394E-10   -0.85174E-04    0.24591E-06   -0.14394E-10    0.27424E+01
  7990    0.28723E-02   -0.26223E-04    0.34885E-12   -0.85148E-04   -0.26223E-04    0.21882E-04   -0.28304E-14    0.24493E-06    0.34885E-12   -0.28304E-14    0.81542E-18   -0.14390E-10   -0.85148E-04    0.24493E-06   -0.14390E-10    0.27425E+01
  7991    0.28723E-02   -0.25985E-04    0.34872E-12   -0.85123E-04   -0.25985E-04    0.21799E-04   -0.28196E-14    0.24395E-06    0.34872E-12   -0.28196E-14    0.81497E-18   -0.14386E-10   -0.85123E-04    0.24395E-06   -0.14386E-10    0.27426E+01
  7992    0.28722E-02   -0.25746E-04    0.34860E-12   -0.85098E-04   -0.25746E-04    0.21716E-04   -0.28089E-14    0.24297E-06    0.34860E-12   -0.28089E-14    0.81453E-18   -0.14382E-10   -0.85098E-04    0.24297E-06   -0.14382E-10    0.27427E+01
  7993    0.28722E-02   -0.25508E-04    0.34848E-12   -0.85072E-04   -0.25508E-04    0.21633E-04   -0.27981E-14    0.24199E-06    0.34848E-12   -0.27981E-14    0.81408E-18   -0.14378E-10   -0.85072E-04    0.24199E-06   -0.14378E-10    0.27428E+01
  7994    0.28721E-02   -0.25269E-04    0.34835E-12   -0.85047E-04   -0.25269E-04    0.21550E-04   -0.27873E-14    0.24101E-06    0.34835E-12   -0.27873E-14    0.81363E-18   -0.14373E-10   -0.85047E-04    0.24101E-06   -0.14373E-10    0.27429E+01
  7995    0.28721E-02   -0.25031E-04    0.34823E-12   -0.85022E-04   -0.25031E-04    0.21467E-04   -0.27765E-14    0.24004E-06    0.34823E-12   -0.27765E-14    0.81319E-18   -0.14369E-10   -0.85022E-04    0.24004E-06   -0.14369E-10    0.27431E+01
  7996    0.28720E-02   -0.24792E-04    0.34811E-12   -0.84997E-04   -0.24792E-04    0.21385E-04   -0.27657E-14    0.23906E-06    0.34811E-12   -0.27657E-14    0.81274E-18   -0.14365E-10   -0.84997E-04    0.23906E-06   -0.14365E-10    0.27432E+01
  7997    0.28720E-02   -0.24553E-04    0.34799E-12   -0.84971E-04   -0.24553E-04    0.21302E-04   -0.27550E-14    0.23808E-06    0.34799E-12   -0.27550E-14    0.81229E-18   -0.14361E-10   -0.84971E-04    0.23808E-06   -0.14361E-10    0.27433E+01
  7998    0.28719E-02   -0.24315E-04    0.34786E-12   -0.84946E-04   -0.24315E-04    0.21219E-04   -0.27442E-14    0.23710E-06    0.34786E-12   -0.27442E-14    0.81185E-18   -0.14357E-10   -0.84946E-04    0.23710E-06   -0.14357E-10    0.27434E+01
  7999    0.28719E-02   -0.24076E-04    0.34774E-12   -0.84921E-04   -0.24076E-04    0.21136E-04   -0.27334E-14    0.23612E-06    0.34774E-12   -0.27334E-14    0.81140E-18   -0.14353E-10   -0.84921E-04    0.23612E-06   -0.14353E-10    0.27435E+01
  8000    0.28719E-02   -0.23837E-04    0.34762E-12   -0.84896E-04   -0.23837E-04    0.21053E-04   -0.27226E-14    0.23514E-06    0.34762E-12   -0.27226E-14    0.81096E-18   -0.14349E-10   -0.84896E-04    0.23514E-06   -0.14349E-10    0.27436E+01
  8001    0.28718E-02   -0.23598E-04    0.34750E-12   -0.84870E-04   -0.23598E-04    0.20971E-04   -0.27118E-14    0.23416E-06    0.34750E-12   -0.27118E-14    0.81051E-18   -0.14344E-10   -0.84870E-04    0.23416E-06   -0.14344E-10    0.27437E+01
  8002    0.28718E-02   -0.23359E-04    0.34738E-12   -0.84845E-04   -0.23359E-04    0.20888E-04   -0.27010E-14    0.23318E-06    0.34738E-12   -0.27010E-14    0.81007E-18   -0.14340E-10   -0.84845E-04    0.23318E-06   -0.14340E-10    0.27438E+01
  8003    0.28718E-02   -0.23121E-04    0.34725E-12   -0.84820E-04   -0.23121E-04    0.20805E-04   -0.26902E-14    0.23221E-06    0.34725E-12   -0.26902E-14    0.80962E-18   -0.14336E-10   -0.84820E-04    0.23221E-06   -0.14336E-10    0.27439E+01
  8004    0.28717E-02   -0.22882E-04    0.34713E-12   -0.84795E-04   -0.22882E-04    0.20722E-04   -0.26794E-14    0.23123E-06    0.34713E-12   -0.26794E-14    0.80918E-18   -0.14332E-10   -0.84795E-04    0.23123E-06   -0.14332E-10    0.27440E+01
  8005    0.28717E-02   -0.22643E-04    0.34701E-12   -0.84770E-04   -0.22643E-04    0.20640E-04   -0.26686E-14    0.23025E-06    0.34701E-12   -0.26686E-14    0.80873E-18   -0.14328E-10   -0.84770E-04    0.23025E-06   -0.14328E-10    0.27441E+01
  8006    0.28717E-02   -0.22404E-04    0.34689E-12   -0.84745E-04   -0.22404E-04    0.20557E-04   -0.26578E-14    0.22927E-06    0.34689E-12   -0.26578E-14    0.80829E-18   -0.14324E-10   -0.84745E-04    0.22927E-06   -0.14324E-10    0.27442E+01
  8007    0.28717E-02   -0.22165E-04    0.34677E-12   -0.84720E-04   -0.22165E-04    0.20474E-04   -0.26470E-14    0.22829E-06    0.34677E-12   -0.26470E-14    0.80785E-18   -0.14320E-10   -0.84720E-04    0.22829E-06   -0.14320E-10    0.27443E+01
  8008    0.28716E-02   -0.21926E-04    0.34665E-12   -0.84694E-04   -0.21926E-04    0.20391E-04   -0.26362E-14    0.22731E-06    0.34665E-12   -0.26362E-14    0.80740E-18   -0.14316E-10   -0.84694E-04    0.22731E-06   -0.14316E-10    0.27444E+01
  8009    0.28716E-02   -0.21687E-04    0.34653E-12   -0.84669E-04   -0.21687E-04    0.20309E-04   -0.26254E-14    0.22633E-06    0.34653E-12   -0.26254E-14    0.80696E-18   -0.14311E-10   -0.84669E-04    0.22633E-06   -0.14311E-10    0.27446E+01
  8010    0.28716E-02   -0.21448E-04    0.34641E-12   -0.84644E-04   -0.21448E-04    0.20226E-04   -0.26146E-14    0.22535E-06    0.34641E-12   -0.26146E-14    0.80652E-18   -0.14307E-10   -0.84644E-04    0.22535E-06   -0.14307E-10    0.27447E+01
  8011    0.28716E-02   -0.21209E-04    0.34629E-12   -0.84619E-04   -0.21209E-04    0.20143E-04   -0.26038E-14    0.22437E-06    0.34629E-12   -0.26038E-14    0.80608E-18   -0.14303E-10   -0.84619E-04    0.22437E-06   -0.14303E-10    0.27448E+01
  8012    0.28716E-02   -0.20970E-04    0.34617E-12   -0.84594E-04   -0.20970E-04    0.20060E-04   -0.25930E-14    0.22339E-06    0.34617E-12   -0.25930E-14    0.80564E-18   -0.14299E-10   -0.84594E-04    0.22339E-06   -0.14299E-10    0.27449E+01
  8013    0.28715E-02   -0.20731E-04    0.34605E-12   -0.84569E-04   -0.20731E-04    0.19978E-04   -0.25822E-14    0.22241E-06    0.34605E-12   -0.25822E-14    0.80519E-18   -0.14295E-10   -0.84569E-04    0.22241E-06   -0.14295E-10    0.27450E+01
  8014    0.28715E-02   -0.20492E-04    0.34593E-12   -0.84544E-04   -0.20492E-04    0.19895E-04   -0.25714E-14    0.22143E-06    0.34593E-12   -0.25714E-14    0.80475E-18   -0.14291E-10   -0.84544E-04    0.22143E-06   -0.14291E-10    0.27451E+01
  8015    0.28715E-02   -0.20253E-04    0.34581E-12   -0.84519E-04   -0.20253E-04    0.19812E-04   -0.25606E-14    0.22045E-06    0.34581E-12   -0.25606E-14    0.80431E-18   -0.14287E-10   -0.84519E-04    0.22045E-06   -0.14287E-10    0.27452E+01
  8016    0.28715E-02   -0.20014E-04    0.34569E-12   -0.84494E-04   -0.20014E-04    0.19730E-04   -0.25498E-14    0.21948E-06    0.34569E-12   -0.25498E-14    0.80387E-18   -0.14283E-10   -0.84494E-04    0.21948E-06   -0.14283E-10    0.27453E+01
  8017    0.28715E-02   -0.19775E-04    0.34557E-12   -0.84469E-04   -0.19775E-04    0.19647E-04   -0.25390E-14    0.21850E-06    0.34557E-12   -0.25390E-14    0.80343E-18   -0.14279E-10   -0.84469E-04    0.21850E-06   -0.14279E-10    0.27454E+01
  8018    0.28715E-02   -0.19537E-04    0.34545E-12   -0.84444E-04   -0.19537E-04    0.19565E-04   -0.25282E-14    0.21752E-06    0.34545E-12   -0.25282E-14    0.80299E-18   -0.14274E-10   -0.84444E-04    0.21752E-06   -0.14274E-10    0.27455E+01
  8019    0.28715E-02   -0.19298E-04    0.34533E-12   -0.84419E-04   -0.19298E-04    0.19482E-04   -0.25174E-14    0.21654E-06    0.34533E-12   -0.25174E-14    0.80255E-18   -0.14270E-10   -0.84419E-04    0.21654E-06   -0.14270E-10    0.27456E+01
  8020    0.28715E-02   -0.19059E-04    0.34521E-12   -0.84394E-04   -0.19059E-04    0.19399E-04   -0.25066E-14    0.21556E-06    0.34521E-12   -0.25066E-14    0.80211E-18   -0.14266E-10   -0.84394E-04    0.21556E-06   -0.14266E-10    0.27457E+01
  8021    0.28714E-02   -0.18820E-04    0.34509E-12   -0.84369E-04   -0.18820E-04    0.19317E-04   -0.24958E-14    0.21458E-06    0.34509E-12   -0.24958E-14    0.80167E-18   -0.14262E-10   -0.84369E-04    0.21458E-06   -0.14262E-10    0.27458E+01
  8022    0.28714E-02   -0.18581E-04    0.34497E-12   -0.84344E-04   -0.18581E-04    0.19234E-04   -0.24850E-14    0.21360E-06    0.34497E-12   -0.24850E-14    0.80123E-18   -0.14258E-10   -0.84344E-04    0.21360E-06   -0.14258E-10    0.27459E+01
  8023    0.28714E-02   -0.18342E-04    0.34485E-12   -0.84319E-04   -0.18342E-04    0.19152E-04   -0.24742E-14    0.21262E-06    0.34485E-12   -0.24742E-14    0.80080E-18   -0.14254E-10   -0.84319E-04    0.21262E-06   -0.14254E-10    0.27460E+01
  8024    0.28714E-02   -0.18103E-04    0.34473E-12   -0.84294E-04   -0.18103E-04    0.19069E-04   -0.24634E-14    0.21164E-06    0.34473E-12   -0.24634E-14    0.80036E-18   -0.14250E-10   -0.84294E-04    0.21164E-06   -0.14250E-10    0.27462E+01
  8025    0.28714E-02   -0.17864E-04    0.34461E-12   -0.84269E-04   -0.17864E-04    0.18987E-04   -0.24526E-14    0.21066E-06    0.34461E-12   -0.24526E-14    0.79992E-18   -0.14246E-10   -0.84269E-04    0.21066E-06   -0.14246E-10    0.27463E+01
  8026    0.28714E-02   -0.17625E-04    0.34449E-12   -0.84244E-04   -0.17625E-04    0.18904E-04   -0.24418E-14    0.20969E-06    0.34449E-12   -0.24418E-14    0.79948E-18   -0.14242E-10   -0.84244E-04    0.20969E-06   -0.14242E-10    0.27464E+01
  8027    0.28714E-02   -0.17386E-04    0.34438E-12   -0.84219E-04   -0.17386E-04    0.18822E-04   -0.24310E-14    0.20871E-06    0.34438E-12   -0.24310E-14    0.79905E-18   -0.14238E-10   -0.84219E-04    0.20871E-06   -0.14238E-10    0.27465E+01
  8028    0.28714E-02   -0.17147E-04    0.34426E-12   -0.84195E-04   -0.17147E-04    0.18739E-04   -0.24201E-14    0.20773E-06    0.34426E-12   -0.24201E-14    0.79861E-18   -0.14233E-10   -0.84195E-04    0.20773E-06   -0.14233E-10    0.27466E+01
  8029    0.28714E-02   -0.16908E-04    0.34414E-12   -0.84170E-04   -0.16908E-04    0.18657E-04   -0.24093E-14    0.20675E-06    0.34414E-12   -0.24093E-14    0.79817E-18   -0.14229E-10   -0.84170E-04    0.20675E-06   -0.14229E-10    0.27467E+01
  8030    0.28715E-02   -0.16669E-04    0.34402E-12   -0.84145E-04   -0.16669E-04    0.18574E-04   -0.23985E-14    0.20577E-06    0.34402E-12   -0.23985E-14    0.79774E-18   -0.14225E-10   -0.84145E-04    0.20577E-06   -0.14225E-10    0.27468E+01
  8031    0.28715E-02   -0.16431E-04    0.34390E-12   -0.84120E-04   -0.16431E-04    0.18492E-04   -0.23877E-14    0.20479E-06    0.34390E-12   -0.23877E-14    0.79730E-18   -0.14221E-10   -0.84120E-04    0.20479E-06   -0.14221E-10    0.27469E+01
  8032    0.28715E-02   -0.16192E-04    0.34379E-12   -0.84095E-04   -0.16192E-04    0.18409E-04   -0.23769E-14    0.20382E-06    0.34379E-12   -0.23769E-14    0.79686E-18   -0.14217E-10   -0.84095E-04    0.20382E-06   -0.14217E-10    0.27470E+01
  8033    0.28715E-02   -0.15953E-04    0.34367E-12   -0.84070E-04   -0.15953E-04    0.18327E-04   -0.23661E-14    0.20284E-06    0.34367E-12   -0.23661E-14    0.79643E-18   -0.14213E-10   -0.84070E-04    0.20284E-06   -0.14213E-10    0.27471E+01
  8034    0.28715E-02   -0.15714E-04    0.34355E-12   -0.84046E-04   -0.15714E-04    0.18245E-04   -0.23553E-14    0.20186E-06    0.34355E-12   -0.23553E-14    0.79599E-18   -0.14209E-10   -0.84046E-04    0.20186E-06   -0.14209E-10    0.27472E+01
  8035    0.28715E-02   -0.15476E-04    0.34343E-12   -0.84021E-04   -0.15476E-04    0.18162E-04   -0.23445E-14    0.20088E-06    0.34343E-12   -0.23445E-14    0.79556E-18   -0.14205E-10   -0.84021E-04    0.20088E-06   -0.14205E-10    0.27473E+01
  8036    0.28715E-02   -0.15237E-04    0.34332E-12   -0.83996E-04   -0.15237E-04    0.18080E-04   -0.23337E-14    0.19990E-06    0.34332E-12   -0.23337E-14    0.79512E-18   -0.14201E-10   -0.83996E-04    0.19990E-06   -0.14201E-10    0.27474E+01
