#    L    TxT            TxE            TxP            TxW1           ExT            ExE            ExP            ExW1           PxT            PxE            PxP            PxW1           W1xT           W1xE           W1xP           W1xW1       
   501    0.23570E+04   -0.58134E+02    0.44624E-07   -0.73049E-02   -0.58134E+02    0.77980E+01   -0.18069E-08   -0.66675E-05    0.44624E-07   -0.18069E-08    0.62328E-13   -0.23627E-08   -0.73049E-02   -0.66675E-05   -0.23627E-08    0.28815E+00
   502    0.23647E+04   -0.57182E+02    0.44692E-07   -0.72979E-02   -0.57182E+02    0.76880E+01   -0.17552E-08   -0.76275E-05    0.44692E-07   -0.17552E-08    0.61887E-13   -0.23616E-08   -0.72979E-02   -0.76275E-05   -0.23616E-08    0.28894E+00
   503    0.23721E+04   -0.56210E+02    0.44754E-07   -0.72857E-02   -0.56210E+02    0.75809E+01   -0.17043E-08   -0.86275E-05    0.44754E-07   -0.17043E-08    0.61449E-13   -0.23604E-08   -0.72857E-02   -0.86275E-05   -0.23604E-08    0.28974E+00
   504    0.23793E+04   -0.55215E+02    0.44811E-07   -0.72686E-02   -0.55215E+02    0.74772E+01   -0.16540E-08   -0.96620E-05    0.44811E-07   -0.16540E-08    0.61015E-13   -0.23592E-08   -0.72686E-02   -0.96620E-05   -0.23592E-08    0.29053E+00
   505    0.23864E+04   -0.54202E+02    0.44861E-07   -0.72468E-02   -0.54202E+02    0.73779E+01   -0.16045E-08   -0.10725E-04    0.44861E-07   -0.16045E-08    0.60584E-13   -0.23579E-08   -0.72468E-02   -0.10725E-04   -0.23579E-08    0.29132E+00
   506    0.23933E+04   -0.53169E+02    0.44905E-07   -0.72206E-02   -0.53169E+02    0.72822E+01   -0.15556E-08   -0.11812E-04    0.44905E-07   -0.15556E-08    0.60157E-13   -0.23566E-08   -0.72206E-02   -0.11812E-04   -0.23566E-08    0.29211E+00
   507    0.24000E+04   -0.52117E+02    0.44944E-07   -0.71902E-02   -0.52117E+02    0.71900E+01   -0.15074E-08   -0.12916E-04    0.44944E-07   -0.15074E-08    0.59734E-13   -0.23552E-08   -0.71902E-02   -0.12916E-04   -0.23552E-08    0.29290E+00
   508    0.24065E+04   -0.51047E+02    0.44977E-07   -0.71559E-02   -0.51047E+02    0.71022E+01   -0.14599E-08   -0.14032E-04    0.44977E-07   -0.14599E-08    0.59314E-13   -0.23539E-08   -0.71559E-02   -0.14032E-04   -0.23539E-08    0.29369E+00
   509    0.24128E+04   -0.49960E+02    0.45004E-07   -0.71178E-02   -0.49960E+02    0.70178E+01   -0.14130E-08   -0.15155E-04    0.45004E-07   -0.14130E-08    0.58899E-13   -0.23524E-08   -0.71178E-02   -0.15155E-04   -0.23524E-08    0.29448E+00
   510    0.24188E+04   -0.48856E+02    0.45026E-07   -0.70762E-02   -0.48856E+02    0.69376E+01   -0.13667E-08   -0.16278E-04    0.45026E-07   -0.13667E-08    0.58486E-13   -0.23510E-08   -0.70762E-02   -0.16278E-04   -0.23510E-08    0.29527E+00
   511    0.24247E+04   -0.47735E+02    0.45042E-07   -0.70313E-02   -0.47735E+02    0.68612E+01   -0.13210E-08   -0.17396E-04    0.45042E-07   -0.13210E-08    0.58077E-13   -0.23495E-08   -0.70313E-02   -0.17396E-04   -0.23495E-08    0.29606E+00
   512    0.24304E+04   -0.46599E+02    0.45052E-07   -0.69834E-02   -0.46599E+02    0.67892E+01   -0.12759E-08   -0.18503E-04    0.45052E-07   -0.12759E-08    0.57672E-13   -0.23479E-08   -0.69834E-02   -0.18503E-04   -0.23479E-08    0.29685E+00
   513    0.24359E+04   -0.45449E+02    0.45057E-07   -0.69327E-02   -0.45449E+02    0.67211E+01   -0.12313E-08   -0.19595E-04    0.45057E-07   -0.12313E-08    0.57270E-13   -0.23463E-08   -0.69327E-02   -0.19595E-04   -0.23463E-08    0.29763E+00
   514    0.24412E+04   -0.44285E+02    0.45057E-07   -0.68794E-02   -0.44285E+02    0.66575E+01   -0.11873E-08   -0.20664E-04    0.45057E-07   -0.11873E-08    0.56871E-13   -0.23447E-08   -0.68794E-02   -0.20664E-04   -0.23447E-08    0.29842E+00
   515    0.24463E+04   -0.43107E+02    0.45051E-07   -0.68238E-02   -0.43107E+02    0.65982E+01   -0.11438E-08   -0.21706E-04    0.45051E-07   -0.11438E-08    0.56476E-13   -0.23431E-08   -0.68238E-02   -0.21706E-04   -0.23431E-08    0.29920E+00
   516    0.24511E+04   -0.41917E+02    0.45039E-07   -0.67661E-02   -0.41917E+02    0.65432E+01   -0.11007E-08   -0.22715E-04    0.45039E-07   -0.11007E-08    0.56085E-13   -0.23414E-08   -0.67661E-02   -0.22715E-04   -0.23414E-08    0.29999E+00
   517    0.24557E+04   -0.40714E+02    0.45023E-07   -0.67065E-02   -0.40714E+02    0.64927E+01   -0.10582E-08   -0.23685E-04    0.45023E-07   -0.10582E-08    0.55696E-13   -0.23397E-08   -0.67065E-02   -0.23685E-04   -0.23397E-08    0.30077E+00
   518    0.24601E+04   -0.39501E+02    0.45001E-07   -0.66453E-02   -0.39501E+02    0.64467E+01   -0.10161E-08   -0.24610E-04    0.45001E-07   -0.10161E-08    0.55311E-13   -0.23379E-08   -0.66453E-02   -0.24610E-04   -0.23379E-08    0.30155E+00
   519    0.24644E+04   -0.38276E+02    0.44974E-07   -0.65827E-02   -0.38276E+02    0.64052E+01   -0.97451E-09   -0.25485E-04    0.44974E-07   -0.97451E-09    0.54930E-13   -0.23361E-08   -0.65827E-02   -0.25485E-04   -0.23361E-08    0.30233E+00
   520    0.24684E+04   -0.37041E+02    0.44942E-07   -0.65190E-02   -0.37041E+02    0.63682E+01   -0.93331E-09   -0.26305E-04    0.44942E-07   -0.93331E-09    0.54551E-13   -0.23343E-08   -0.65190E-02   -0.26305E-04   -0.23343E-08    0.30311E+00
   521    0.24721E+04   -0.35798E+02    0.44905E-07   -0.64543E-02   -0.35798E+02    0.63358E+01   -0.89251E-09   -0.27064E-04    0.44905E-07   -0.89251E-09    0.54176E-13   -0.23325E-08   -0.64543E-02   -0.27064E-04   -0.23325E-08    0.30389E+00
   522    0.24756E+04   -0.34546E+02    0.44863E-07   -0.63889E-02   -0.34546E+02    0.63083E+01   -0.85209E-09   -0.27755E-04    0.44863E-07   -0.85209E-09    0.53804E-13   -0.23306E-08   -0.63889E-02   -0.27755E-04   -0.23306E-08    0.30467E+00
   523    0.24789E+04   -0.33287E+02    0.44816E-07   -0.63231E-02   -0.33287E+02    0.62854E+01   -0.81205E-09   -0.28374E-04    0.44816E-07   -0.81205E-09    0.53435E-13   -0.23287E-08   -0.63231E-02   -0.28374E-04   -0.23287E-08    0.30544E+00
   524    0.24820E+04   -0.32020E+02    0.44764E-07   -0.62570E-02   -0.32020E+02    0.62672E+01   -0.77235E-09   -0.28914E-04    0.44764E-07   -0.77235E-09    0.53069E-13   -0.23267E-08   -0.62570E-02   -0.28914E-04   -0.23267E-08    0.30622E+00
   525    0.24847E+04   -0.30747E+02    0.44707E-07   -0.61909E-02   -0.30747E+02    0.62538E+01   -0.73298E-09   -0.29371E-04    0.44707E-07   -0.73298E-09    0.52706E-13   -0.23247E-08   -0.61909E-02   -0.29371E-04   -0.23247E-08    0.30700E+00
   526    0.24873E+04   -0.29468E+02    0.44645E-07   -0.61251E-02   -0.29468E+02    0.62453E+01   -0.69392E-09   -0.29738E-04    0.44645E-07   -0.69392E-09    0.52347E-13   -0.23227E-08   -0.61251E-02   -0.29738E-04   -0.23227E-08    0.30777E+00
   527    0.24899E+04   -0.28184E+02    0.44579E-07   -0.60597E-02   -0.28184E+02    0.62416E+01   -0.65516E-09   -0.30010E-04    0.44579E-07   -0.65516E-09    0.51990E-13   -0.23207E-08   -0.60597E-02   -0.30010E-04   -0.23207E-08    0.30854E+00
   528    0.24920E+04   -0.26897E+02    0.44508E-07   -0.59951E-02   -0.26897E+02    0.62427E+01   -0.61666E-09   -0.30181E-04    0.44508E-07   -0.61666E-09    0.51637E-13   -0.23186E-08   -0.59951E-02   -0.30181E-04   -0.23186E-08    0.30931E+00
   529    0.24940E+04   -0.25606E+02    0.44432E-07   -0.59314E-02   -0.25606E+02    0.62489E+01   -0.57842E-09   -0.30246E-04    0.44432E-07   -0.57842E-09    0.51286E-13   -0.23165E-08   -0.59314E-02   -0.30246E-04   -0.23165E-08    0.31009E+00
   530    0.24956E+04   -0.24314E+02    0.44351E-07   -0.58689E-02   -0.24314E+02    0.62600E+01   -0.54042E-09   -0.30198E-04    0.44351E-07   -0.54042E-09    0.50939E-13   -0.23144E-08   -0.58689E-02   -0.30198E-04   -0.23144E-08    0.31086E+00
   531    0.24972E+04   -0.23018E+02    0.44267E-07   -0.58078E-02   -0.23018E+02    0.62760E+01   -0.50263E-09   -0.30033E-04    0.44267E-07   -0.50263E-09    0.50594E-13   -0.23123E-08   -0.58078E-02   -0.30033E-04   -0.23123E-08    0.31162E+00
   532    0.24984E+04   -0.21722E+02    0.44177E-07   -0.57483E-02   -0.21722E+02    0.62971E+01   -0.46504E-09   -0.29745E-04    0.44177E-07   -0.46504E-09    0.50253E-13   -0.23101E-08   -0.57483E-02   -0.29745E-04   -0.23101E-08    0.31239E+00
   533    0.24994E+04   -0.20425E+02    0.44084E-07   -0.56907E-02   -0.20425E+02    0.63231E+01   -0.42763E-09   -0.29327E-04    0.44084E-07   -0.42763E-09    0.49914E-13   -0.23079E-08   -0.56907E-02   -0.29327E-04   -0.23079E-08    0.31316E+00
   534    0.25002E+04   -0.19129E+02    0.43985E-07   -0.56352E-02   -0.19129E+02    0.63542E+01   -0.39038E-09   -0.28775E-04    0.43985E-07   -0.39038E-09    0.49578E-13   -0.23057E-08   -0.56352E-02   -0.28775E-04   -0.23057E-08    0.31392E+00
   535    0.25007E+04   -0.17835E+02    0.43883E-07   -0.55821E-02   -0.17835E+02    0.63905E+01   -0.35327E-09   -0.28083E-04    0.43883E-07   -0.35327E-09    0.49245E-13   -0.23034E-08   -0.55821E-02   -0.28083E-04   -0.23034E-08    0.31469E+00
   536    0.25011E+04   -0.16541E+02    0.43776E-07   -0.55315E-02   -0.16541E+02    0.64317E+01   -0.31628E-09   -0.27245E-04    0.43776E-07   -0.31628E-09    0.48914E-13   -0.23011E-08   -0.55315E-02   -0.27245E-04   -0.23011E-08    0.31545E+00
   537    0.25012E+04   -0.15251E+02    0.43665E-07   -0.54838E-02   -0.15251E+02    0.64780E+01   -0.27940E-09   -0.26255E-04    0.43665E-07   -0.27940E-09    0.48587E-13   -0.22988E-08   -0.54838E-02   -0.26255E-04   -0.22988E-08    0.31621E+00
   538    0.25010E+04   -0.13963E+02    0.43550E-07   -0.54391E-02   -0.13963E+02    0.65295E+01   -0.24259E-09   -0.25108E-04    0.43550E-07   -0.24259E-09    0.48262E-13   -0.22965E-08   -0.54391E-02   -0.25108E-04   -0.22965E-08    0.31697E+00
   539    0.25007E+04   -0.12680E+02    0.43431E-07   -0.53976E-02   -0.12680E+02    0.65859E+01   -0.20586E-09   -0.23799E-04    0.43431E-07   -0.20586E-09    0.47940E-13   -0.22942E-08   -0.53976E-02   -0.23799E-04   -0.22942E-08    0.31773E+00
   540    0.25001E+04   -0.11402E+02    0.43308E-07   -0.53597E-02   -0.11402E+02    0.66477E+01   -0.16917E-09   -0.22320E-04    0.43308E-07   -0.16917E-09    0.47620E-13   -0.22918E-08   -0.53597E-02   -0.22320E-04   -0.22918E-08    0.31849E+00
   541    0.24993E+04   -0.10128E+02    0.43181E-07   -0.53256E-02   -0.10128E+02    0.67144E+01   -0.13251E-09   -0.20668E-04    0.43181E-07   -0.13251E-09    0.47303E-13   -0.22894E-08   -0.53256E-02   -0.20668E-04   -0.22894E-08    0.31925E+00
   542    0.24983E+04   -0.88621E+01    0.43050E-07   -0.52954E-02   -0.88621E+01    0.67862E+01   -0.95858E-10   -0.18836E-04    0.43050E-07   -0.95858E-10    0.46989E-13   -0.22870E-08   -0.52954E-02   -0.18836E-04   -0.22870E-08    0.32001E+00
   543    0.24970E+04   -0.76023E+01    0.42915E-07   -0.52694E-02   -0.76023E+01    0.68632E+01   -0.59196E-10   -0.16819E-04    0.42915E-07   -0.59196E-10    0.46677E-13   -0.22846E-08   -0.52694E-02   -0.16819E-04   -0.22846E-08    0.32076E+00
   544    0.24955E+04   -0.63501E+01    0.42776E-07   -0.52479E-02   -0.63501E+01    0.69453E+01   -0.22505E-10   -0.14611E-04    0.42776E-07   -0.22505E-10    0.46368E-13   -0.22821E-08   -0.52479E-02   -0.14611E-04   -0.22821E-08    0.32151E+00
   545    0.24938E+04   -0.51060E+01    0.42633E-07   -0.52311E-02   -0.51060E+01    0.70324E+01    0.14233E-10   -0.12206E-04    0.42633E-07    0.14233E-10    0.46062E-13   -0.22797E-08   -0.52311E-02   -0.12206E-04   -0.22797E-08    0.32227E+00
   546    0.24919E+04   -0.38711E+01    0.42487E-07   -0.52191E-02   -0.38711E+01    0.71244E+01    0.51038E-10   -0.95984E-05    0.42487E-07    0.51038E-10    0.45757E-13   -0.22772E-08   -0.52191E-02   -0.95984E-05   -0.22772E-08    0.32302E+00
   547    0.24897E+04   -0.26456E+01    0.42337E-07   -0.52124E-02   -0.26456E+01    0.72215E+01    0.87929E-10   -0.67833E-05    0.42337E-07    0.87929E-10    0.45456E-13   -0.22747E-08   -0.52124E-02   -0.67833E-05   -0.22747E-08    0.32377E+00
   548    0.24874E+04   -0.14306E+01    0.42183E-07   -0.52110E-02   -0.14306E+01    0.73236E+01    0.12492E-09   -0.37546E-05    0.42183E-07    0.12492E-09    0.45156E-13   -0.22722E-08   -0.52110E-02   -0.37546E-05   -0.22722E-08    0.32452E+00
   549    0.24848E+04   -0.22664E+00    0.42026E-07   -0.52152E-02   -0.22664E+00    0.74308E+01    0.16204E-09   -0.50677E-06    0.42026E-07    0.16204E-09    0.44860E-13   -0.22696E-08   -0.52152E-02   -0.50677E-06   -0.22696E-08    0.32526E+00
   550    0.24820E+04    0.96558E+00    0.41865E-07   -0.52253E-02    0.96558E+00    0.75431E+01    0.19930E-09    0.29659E-05    0.41865E-07    0.19930E-09    0.44565E-13   -0.22671E-08   -0.52253E-02    0.29659E-05   -0.22671E-08    0.32601E+00
   551    0.24791E+04    0.21455E+01    0.41701E-07   -0.52414E-02    0.21455E+01    0.76605E+01    0.23672E-09    0.66659E-05    0.41701E-07    0.23672E-09    0.44273E-13   -0.22645E-08   -0.52414E-02    0.66659E-05   -0.22645E-08    0.32675E+00
   552    0.24759E+04    0.33121E+01    0.41533E-07   -0.52633E-02    0.33121E+01    0.77829E+01    0.27428E-09    0.10583E-04    0.41533E-07    0.27428E-09    0.43983E-13   -0.22619E-08   -0.52633E-02    0.10583E-04   -0.22619E-08    0.32750E+00
   553    0.24725E+04    0.44650E+01    0.41362E-07   -0.52909E-02    0.44650E+01    0.79089E+01    0.31198E-09    0.14704E-04    0.41362E-07    0.31198E-09    0.43696E-13   -0.22593E-08   -0.52909E-02    0.14704E-04   -0.22593E-08    0.32824E+00
   554    0.24689E+04    0.56035E+01    0.41188E-07   -0.53237E-02    0.56035E+01    0.80415E+01    0.34980E-09    0.19016E-04    0.41188E-07    0.34980E-09    0.43410E-13   -0.22567E-08   -0.53237E-02    0.19016E-04   -0.22567E-08    0.32898E+00
   555    0.24651E+04    0.67267E+01    0.41010E-07   -0.53617E-02    0.67267E+01    0.81784E+01    0.38774E-09    0.23505E-04    0.41010E-07    0.38774E-09    0.43127E-13   -0.22540E-08   -0.53617E-02    0.23505E-04   -0.22540E-08    0.32972E+00
   556    0.24610E+04    0.78346E+01    0.40829E-07   -0.54046E-02    0.78346E+01    0.83204E+01    0.42577E-09    0.28158E-04    0.40829E-07    0.42577E-09    0.42847E-13   -0.22514E-08   -0.54046E-02    0.28158E-04   -0.22514E-08    0.33045E+00
   557    0.24568E+04    0.89252E+01    0.40645E-07   -0.54521E-02    0.89252E+01    0.84668E+01    0.46389E-09    0.32961E-04    0.40645E-07    0.46389E-09    0.42568E-13   -0.22487E-08   -0.54521E-02    0.32961E-04   -0.22487E-08    0.33119E+00
   558    0.24524E+04    0.99992E+01    0.40458E-07   -0.55039E-02    0.99992E+01    0.86190E+01    0.50208E-09    0.37903E-04    0.40458E-07    0.50208E-09    0.42292E-13   -0.22460E-08   -0.55039E-02    0.37903E-04   -0.22460E-08    0.33193E+00
   559    0.24477E+04    0.11056E+02    0.40267E-07   -0.55599E-02    0.11056E+02    0.87749E+01    0.54034E-09    0.42968E-04    0.40267E-07    0.54034E-09    0.42018E-13   -0.22433E-08   -0.55599E-02    0.42968E-04   -0.22433E-08    0.33266E+00
   560    0.24430E+04    0.12094E+02    0.40073E-07   -0.56197E-02    0.12094E+02    0.89351E+01    0.57864E-09    0.48144E-04    0.40073E-07    0.57864E-09    0.41746E-13   -0.22405E-08   -0.56197E-02    0.48144E-04   -0.22405E-08    0.33339E+00
   561    0.24379E+04    0.13112E+02    0.39877E-07   -0.56832E-02    0.13112E+02    0.91004E+01    0.61698E-09    0.53418E-04    0.39877E-07    0.61698E-09    0.41476E-13   -0.22378E-08   -0.56832E-02    0.53418E-04   -0.22378E-08    0.33412E+00
   562    0.24328E+04    0.14112E+02    0.39677E-07   -0.57501E-02    0.14112E+02    0.92709E+01    0.65534E-09    0.58777E-04    0.39677E-07    0.65534E-09    0.41209E-13   -0.22350E-08   -0.57501E-02    0.58777E-04   -0.22350E-08    0.33485E+00
   563    0.24275E+04    0.15093E+02    0.39474E-07   -0.58202E-02    0.15093E+02    0.94450E+01    0.69372E-09    0.64206E-04    0.39474E-07    0.69372E-09    0.40944E-13   -0.22322E-08   -0.58202E-02    0.64206E-04   -0.22322E-08    0.33558E+00
   564    0.24221E+04    0.16050E+02    0.39268E-07   -0.58932E-02    0.16050E+02    0.96249E+01    0.73209E-09    0.69694E-04    0.39268E-07    0.73209E-09    0.40680E-13   -0.22294E-08   -0.58932E-02    0.69694E-04   -0.22294E-08    0.33631E+00
   565    0.24164E+04    0.16989E+02    0.39059E-07   -0.59688E-02    0.16989E+02    0.98078E+01    0.77045E-09    0.75225E-04    0.39059E-07    0.77045E-09    0.40419E-13   -0.22265E-08   -0.59688E-02    0.75225E-04   -0.22265E-08    0.33703E+00
   566    0.24105E+04    0.17904E+02    0.38847E-07   -0.60468E-02    0.17904E+02    0.99958E+01    0.80879E-09    0.80788E-04    0.38847E-07    0.80879E-09    0.40160E-13   -0.22236E-08   -0.60468E-02    0.80788E-04   -0.22236E-08    0.33776E+00
   567    0.24045E+04    0.18798E+02    0.38632E-07   -0.61270E-02    0.18798E+02    0.10187E+02    0.84709E-09    0.86369E-04    0.38632E-07    0.84709E-09    0.39903E-13   -0.22208E-08   -0.61270E-02    0.86369E-04   -0.22208E-08    0.33848E+00
   568    0.23984E+04    0.19668E+02    0.38415E-07   -0.62092E-02    0.19668E+02    0.10384E+02    0.88533E-09    0.91955E-04    0.38415E-07    0.88533E-09    0.39648E-13   -0.22178E-08   -0.62092E-02    0.91955E-04   -0.22178E-08    0.33920E+00
   569    0.23920E+04    0.20517E+02    0.38194E-07   -0.62930E-02    0.20517E+02    0.10586E+02    0.92352E-09    0.97532E-04    0.38194E-07    0.92352E-09    0.39395E-13   -0.22149E-08   -0.62930E-02    0.97532E-04   -0.22149E-08    0.33992E+00
   570    0.23856E+04    0.21339E+02    0.37971E-07   -0.63783E-02    0.21339E+02    0.10790E+02    0.96162E-09    0.10309E-03    0.37971E-07    0.96162E-09    0.39144E-13   -0.22119E-08   -0.63783E-02    0.10309E-03   -0.22119E-08    0.34064E+00
   571    0.23789E+04    0.22138E+02    0.37745E-07   -0.64648E-02    0.22138E+02    0.11000E+02    0.99964E-09    0.10861E-03    0.37745E-07    0.99964E-09    0.38895E-13   -0.22089E-08   -0.64648E-02    0.10861E-03   -0.22089E-08    0.34136E+00
   572    0.23721E+04    0.22912E+02    0.37517E-07   -0.65522E-02    0.22912E+02    0.11213E+02    0.10376E-08    0.11408E-03    0.37517E-07    0.10376E-08    0.38648E-13   -0.22059E-08   -0.65522E-02    0.11408E-03   -0.22059E-08    0.34207E+00
   573    0.23652E+04    0.23660E+02    0.37285E-07   -0.66403E-02    0.23660E+02    0.11429E+02    0.10754E-08    0.11949E-03    0.37285E-07    0.10754E-08    0.38403E-13   -0.22028E-08   -0.66403E-02    0.11949E-03   -0.22028E-08    0.34279E+00
   574    0.23581E+04    0.24383E+02    0.37051E-07   -0.67289E-02    0.24383E+02    0.11651E+02    0.11131E-08    0.12482E-03    0.37051E-07    0.11131E-08    0.38160E-13   -0.21998E-08   -0.67289E-02    0.12482E-03   -0.21998E-08    0.34350E+00
   575    0.23509E+04    0.25079E+02    0.36815E-07   -0.68178E-02    0.25079E+02    0.11875E+02    0.11506E-08    0.13007E-03    0.36815E-07    0.11506E-08    0.37919E-13   -0.21967E-08   -0.68178E-02    0.13007E-03   -0.21967E-08    0.34421E+00
   576    0.23436E+04    0.25749E+02    0.36575E-07   -0.69065E-02    0.25749E+02    0.12103E+02    0.11880E-08    0.13521E-03    0.36575E-07    0.11880E-08    0.37680E-13   -0.21935E-08   -0.69065E-02    0.13521E-03   -0.21935E-08    0.34492E+00
   577    0.23361E+04    0.26392E+02    0.36334E-07   -0.69951E-02    0.26392E+02    0.12335E+02    0.12252E-08    0.14024E-03    0.36334E-07    0.12252E-08    0.37442E-13   -0.21904E-08   -0.69951E-02    0.14024E-03   -0.21904E-08    0.34563E+00
   578    0.23285E+04    0.27007E+02    0.36089E-07   -0.70831E-02    0.27007E+02    0.12571E+02    0.12623E-08    0.14515E-03    0.36089E-07    0.12623E-08    0.37207E-13   -0.21872E-08   -0.70831E-02    0.14515E-03   -0.21872E-08    0.34634E+00
   579    0.23208E+04    0.27594E+02    0.35843E-07   -0.71703E-02    0.27594E+02    0.12810E+02    0.12991E-08    0.14991E-03    0.35843E-07    0.12991E-08    0.36973E-13   -0.21839E-08   -0.71703E-02    0.14991E-03   -0.21839E-08    0.34705E+00
   580    0.23131E+04    0.28153E+02    0.35593E-07   -0.72566E-02    0.28153E+02    0.13053E+02    0.13358E-08    0.15451E-03    0.35593E-07    0.13358E-08    0.36741E-13   -0.21807E-08   -0.72566E-02    0.15451E-03   -0.21807E-08    0.34775E+00
   581    0.23050E+04    0.28684E+02    0.35342E-07   -0.73416E-02    0.28684E+02    0.13298E+02    0.13723E-08    0.15895E-03    0.35342E-07    0.13723E-08    0.36512E-13   -0.21774E-08   -0.73416E-02    0.15895E-03   -0.21774E-08    0.34845E+00
   582    0.22970E+04    0.29186E+02    0.35088E-07   -0.74251E-02    0.29186E+02    0.13548E+02    0.14085E-08    0.16321E-03    0.35088E-07    0.14085E-08    0.36283E-13   -0.21741E-08   -0.74251E-02    0.16321E-03   -0.21741E-08    0.34916E+00
   583    0.22888E+04    0.29657E+02    0.34832E-07   -0.75068E-02    0.29657E+02    0.13800E+02    0.14445E-08    0.16727E-03    0.34832E-07    0.14445E-08    0.36057E-13   -0.21707E-08   -0.75068E-02    0.16727E-03   -0.21707E-08    0.34986E+00
   584    0.22806E+04    0.30100E+02    0.34573E-07   -0.75866E-02    0.30100E+02    0.14055E+02    0.14802E-08    0.17112E-03    0.34573E-07    0.14802E-08    0.35832E-13   -0.21674E-08   -0.75866E-02    0.17112E-03   -0.21674E-08    0.35056E+00
