#    L    TxT            TxE            TxP            TxW1           ExT            ExE            ExP            ExW1           PxT            PxE            PxP            PxW1           W1xT           W1xE           W1xP           W1xW1       
   305    0.37966E+04    0.11787E+03    0.72498E-07   -0.71230E-06    0.11787E+03    0.97348E+01   -0.14295E-08   -0.27590E-10    0.72498E-07   -0.14295E-08    0.34531E-12    0.17523E-07   -0.71230E-06   -0.27590E-10    0.17523E-07    0.11779E+00
   306    0.37633E+04    0.11801E+03    0.70880E-07   -0.82270E-06    0.11801E+03    0.99126E+01   -0.14676E-08   -0.31822E-10    0.70880E-07   -0.14676E-08    0.34171E-12    0.17464E-07   -0.82270E-06   -0.31822E-10    0.17464E-07    0.11817E+00
   307    0.37299E+04    0.11812E+03    0.69309E-07   -0.92305E-06    0.11812E+03    0.10091E+02   -0.15058E-08   -0.35669E-10    0.69309E-07   -0.15058E-08    0.33816E-12    0.17405E-07   -0.92305E-06   -0.35669E-10    0.17405E-07    0.11855E+00
   308    0.36966E+04    0.11820E+03    0.67785E-07   -0.10137E-05    0.11820E+03    0.10272E+02   -0.15441E-08   -0.39141E-10    0.67785E-07   -0.15441E-08    0.33466E-12    0.17347E-07   -0.10137E-05   -0.39141E-10    0.17347E-07    0.11893E+00
   309    0.36633E+04    0.11823E+03    0.66307E-07   -0.10948E-05    0.11823E+03    0.10452E+02   -0.15825E-08   -0.42251E-10    0.66307E-07   -0.15825E-08    0.33120E-12    0.17289E-07   -0.10948E-05   -0.42251E-10    0.17289E-07    0.11932E+00
   310    0.36299E+04    0.11823E+03    0.64874E-07   -0.11669E-05    0.11823E+03    0.10632E+02   -0.16209E-08   -0.45010E-10    0.64874E-07   -0.16209E-08    0.32779E-12    0.17232E-07   -0.11669E-05   -0.45010E-10    0.17232E-07    0.11970E+00
   311    0.35966E+04    0.11818E+03    0.63485E-07   -0.12301E-05    0.11818E+03    0.10814E+02   -0.16594E-08   -0.47429E-10    0.63485E-07   -0.16594E-08    0.32442E-12    0.17175E-07   -0.12301E-05   -0.47429E-10    0.17175E-07    0.12008E+00
   312    0.35634E+04    0.11811E+03    0.62139E-07   -0.12847E-05    0.11811E+03    0.10996E+02   -0.16979E-08   -0.49521E-10    0.62139E-07   -0.16979E-08    0.32109E-12    0.17118E-07   -0.12847E-05   -0.49521E-10    0.17118E-07    0.12046E+00
   313    0.35302E+04    0.11799E+03    0.60836E-07   -0.13311E-05    0.11799E+03    0.11178E+02   -0.17364E-08   -0.51296E-10    0.60836E-07   -0.17364E-08    0.31781E-12    0.17062E-07   -0.13311E-05   -0.51296E-10    0.17062E-07    0.12084E+00
   314    0.34971E+04    0.11785E+03    0.59574E-07   -0.13696E-05    0.11785E+03    0.11361E+02   -0.17750E-08   -0.52766E-10    0.59574E-07   -0.17750E-08    0.31458E-12    0.17006E-07   -0.13696E-05   -0.52766E-10    0.17006E-07    0.12122E+00
   315    0.34640E+04    0.11766E+03    0.58353E-07   -0.14004E-05    0.11766E+03    0.11544E+02   -0.18135E-08   -0.53943E-10    0.58353E-07   -0.18135E-08    0.31138E-12    0.16951E-07   -0.14004E-05   -0.53943E-10    0.16951E-07    0.12160E+00
   316    0.34310E+04    0.11743E+03    0.57173E-07   -0.14239E-05    0.11743E+03    0.11727E+02   -0.18520E-08   -0.54839E-10    0.57173E-07   -0.18520E-08    0.30823E-12    0.16896E-07   -0.14239E-05   -0.54839E-10    0.16896E-07    0.12199E+00
   317    0.33981E+04    0.11716E+03    0.56031E-07   -0.14403E-05    0.11716E+03    0.11909E+02   -0.18905E-08   -0.55464E-10    0.56031E-07   -0.18905E-08    0.30511E-12    0.16841E-07   -0.14403E-05   -0.55464E-10    0.16841E-07    0.12237E+00
   318    0.33653E+04    0.11686E+03    0.54927E-07   -0.14500E-05    0.11686E+03    0.12093E+02   -0.19290E-08   -0.55830E-10    0.54927E-07   -0.19290E-08    0.30204E-12    0.16787E-07   -0.14500E-05   -0.55830E-10    0.16787E-07    0.12275E+00
   319    0.33326E+04    0.11653E+03    0.53861E-07   -0.14533E-05    0.11653E+03    0.12276E+02   -0.19673E-08   -0.55949E-10    0.53861E-07   -0.19673E-08    0.29901E-12    0.16732E-07   -0.14533E-05   -0.55949E-10    0.16732E-07    0.12313E+00
   320    0.33000E+04    0.11616E+03    0.52832E-07   -0.14504E-05    0.11616E+03    0.12459E+02   -0.20056E-08   -0.55833E-10    0.52832E-07   -0.20056E-08    0.29602E-12    0.16679E-07   -0.14504E-05   -0.55833E-10    0.16679E-07    0.12351E+00
   321    0.32676E+04    0.11575E+03    0.51839E-07   -0.14417E-05    0.11575E+03    0.12642E+02   -0.20438E-08   -0.55492E-10    0.51839E-07   -0.20438E-08    0.29306E-12    0.16625E-07   -0.14417E-05   -0.55492E-10    0.16625E-07    0.12389E+00
   322    0.32352E+04    0.11530E+03    0.50880E-07   -0.14275E-05    0.11530E+03    0.12825E+02   -0.20819E-08   -0.54939E-10    0.50880E-07   -0.20819E-08    0.29015E-12    0.16572E-07   -0.14275E-05   -0.54939E-10    0.16572E-07    0.12427E+00
   323    0.32030E+04    0.11482E+03    0.49956E-07   -0.14080E-05    0.11482E+03    0.13007E+02   -0.21199E-08   -0.54185E-10    0.49956E-07   -0.21199E-08    0.28727E-12    0.16520E-07   -0.14080E-05   -0.54185E-10    0.16520E-07    0.12465E+00
   324    0.31710E+04    0.11429E+03    0.49065E-07   -0.13836E-05    0.11429E+03    0.13190E+02   -0.21578E-08   -0.53241E-10    0.49065E-07   -0.21578E-08    0.28443E-12    0.16467E-07   -0.13836E-05   -0.53241E-10    0.16467E-07    0.12504E+00
   325    0.31392E+04    0.11374E+03    0.48207E-07   -0.13545E-05    0.11374E+03    0.13370E+02   -0.21955E-08   -0.52120E-10    0.48207E-07   -0.21955E-08    0.28163E-12    0.16415E-07   -0.13545E-05   -0.52120E-10    0.16415E-07    0.12542E+00
   326    0.31074E+04    0.11314E+03    0.47381E-07   -0.13211E-05    0.11314E+03    0.13552E+02   -0.22331E-08   -0.50832E-10    0.47381E-07   -0.22331E-08    0.27886E-12    0.16363E-07   -0.13211E-05   -0.50832E-10    0.16363E-07    0.12580E+00
   327    0.30759E+04    0.11251E+03    0.46585E-07   -0.12837E-05    0.11251E+03    0.13733E+02   -0.22705E-08   -0.49389E-10    0.46585E-07   -0.22705E-08    0.27613E-12    0.16312E-07   -0.12837E-05   -0.49389E-10    0.16312E-07    0.12618E+00
   328    0.30446E+04    0.11185E+03    0.45819E-07   -0.12426E-05    0.11185E+03    0.13912E+02   -0.23077E-08   -0.47803E-10    0.45819E-07   -0.23077E-08    0.27343E-12    0.16261E-07   -0.12426E-05   -0.47803E-10    0.16261E-07    0.12656E+00
   329    0.30134E+04    0.11115E+03    0.45083E-07   -0.11980E-05    0.11115E+03    0.14092E+02   -0.23447E-08   -0.46085E-10    0.45083E-07   -0.23447E-08    0.27077E-12    0.16210E-07   -0.11980E-05   -0.46085E-10    0.16210E-07    0.12694E+00
   330    0.29825E+04    0.11040E+03    0.44375E-07   -0.11502E-05    0.11040E+03    0.14270E+02   -0.23815E-08   -0.44247E-10    0.44375E-07   -0.23815E-08    0.26814E-12    0.16160E-07   -0.11502E-05   -0.44247E-10    0.16160E-07    0.12732E+00
   331    0.29518E+04    0.10963E+03    0.43695E-07   -0.10997E-05    0.10963E+03    0.14447E+02   -0.24181E-08   -0.42301E-10    0.43695E-07   -0.24181E-08    0.26555E-12    0.16110E-07   -0.10997E-05   -0.42301E-10    0.16110E-07    0.12770E+00
   332    0.29213E+04    0.10883E+03    0.43042E-07   -0.10466E-05    0.10883E+03    0.14625E+02   -0.24545E-08   -0.40257E-10    0.43042E-07   -0.24545E-08    0.26299E-12    0.16060E-07   -0.10466E-05   -0.40257E-10    0.16060E-07    0.12808E+00
   333    0.28910E+04    0.10800E+03    0.42414E-07   -0.99124E-06    0.10800E+03    0.14800E+02   -0.24906E-08   -0.38127E-10    0.42414E-07   -0.24906E-08    0.26046E-12    0.16010E-07   -0.99124E-06   -0.38127E-10    0.16010E-07    0.12846E+00
   334    0.28610E+04    0.10712E+03    0.41812E-07   -0.93398E-06    0.10712E+03    0.14976E+02   -0.25264E-08   -0.35923E-10    0.41812E-07   -0.25264E-08    0.25796E-12    0.15961E-07   -0.93398E-06   -0.35923E-10    0.15961E-07    0.12884E+00
   335    0.28312E+04    0.10621E+03    0.41234E-07   -0.87509E-06    0.10621E+03    0.15148E+02   -0.25620E-08   -0.33657E-10    0.41234E-07   -0.25620E-08    0.25550E-12    0.15912E-07   -0.87509E-06   -0.33657E-10    0.15912E-07    0.12922E+00
   336    0.28016E+04    0.10527E+03    0.40679E-07   -0.81486E-06    0.10527E+03    0.15321E+02   -0.25972E-08   -0.31340E-10    0.40679E-07   -0.25972E-08    0.25306E-12    0.15864E-07   -0.81486E-06   -0.31340E-10    0.15864E-07    0.12960E+00
   337    0.27724E+04    0.10429E+03    0.40147E-07   -0.75360E-06    0.10429E+03    0.15492E+02   -0.26322E-08   -0.28983E-10    0.40147E-07   -0.26322E-08    0.25066E-12    0.15815E-07   -0.75360E-06   -0.28983E-10    0.15815E-07    0.12998E+00
   338    0.27433E+04    0.10328E+03    0.39637E-07   -0.69161E-06    0.10328E+03    0.15662E+02   -0.26668E-08   -0.26598E-10    0.39637E-07   -0.26668E-08    0.24828E-12    0.15767E-07   -0.69161E-06   -0.26598E-10    0.15767E-07    0.13036E+00
   339    0.27146E+04    0.10224E+03    0.39148E-07   -0.62919E-06    0.10224E+03    0.15831E+02   -0.27011E-08   -0.24197E-10    0.39148E-07   -0.27011E-08    0.24594E-12    0.15720E-07   -0.62919E-06   -0.24197E-10    0.15720E-07    0.13074E+00
   340    0.26861E+04    0.10118E+03    0.38679E-07   -0.56663E-06    0.10118E+03    0.15998E+02   -0.27351E-08   -0.21791E-10    0.38679E-07   -0.27351E-08    0.24362E-12    0.15672E-07   -0.56663E-06   -0.21791E-10    0.15672E-07    0.13112E+00
   341    0.26579E+04    0.10007E+03    0.38229E-07   -0.50425E-06    0.10007E+03    0.16163E+02   -0.27687E-08   -0.19391E-10    0.38229E-07   -0.27687E-08    0.24133E-12    0.15625E-07   -0.50425E-06   -0.19391E-10    0.15625E-07    0.13150E+00
   342    0.26300E+04    0.98927E+02    0.37798E-07   -0.44234E-06    0.98927E+02    0.16328E+02   -0.28019E-08   -0.17010E-10    0.37798E-07   -0.28019E-08    0.23907E-12    0.15578E-07   -0.44234E-06   -0.17010E-10    0.15578E-07    0.13188E+00
   343    0.26024E+04    0.97759E+02    0.37385E-07   -0.38120E-06    0.97759E+02    0.16490E+02   -0.28348E-08   -0.14659E-10    0.37385E-07   -0.28348E-08    0.23683E-12    0.15531E-07   -0.38120E-06   -0.14659E-10    0.15531E-07    0.13226E+00
   344    0.25752E+04    0.96561E+02    0.36989E-07   -0.32112E-06    0.96561E+02    0.16651E+02   -0.28672E-08   -0.12349E-10    0.36989E-07   -0.28672E-08    0.23462E-12    0.15485E-07   -0.32112E-06   -0.12349E-10    0.15485E-07    0.13264E+00
   345    0.25482E+04    0.95334E+02    0.36608E-07   -0.26242E-06    0.95334E+02    0.16810E+02   -0.28992E-08   -0.10091E-10    0.36608E-07   -0.28992E-08    0.23244E-12    0.15439E-07   -0.26242E-06   -0.10091E-10    0.15439E-07    0.13302E+00
   346    0.25215E+04    0.94084E+02    0.36243E-07   -0.20539E-06    0.94084E+02    0.16967E+02   -0.29308E-08   -0.78981E-11    0.36243E-07   -0.29308E-08    0.23028E-12    0.15393E-07   -0.20539E-06   -0.78981E-11    0.15393E-07    0.13340E+00
   347    0.24952E+04    0.92798E+02    0.35892E-07   -0.15034E-06    0.92798E+02    0.17122E+02   -0.29620E-08   -0.57809E-11    0.35892E-07   -0.29620E-08    0.22815E-12    0.15347E-07   -0.15034E-06   -0.57809E-11    0.15347E-07    0.13378E+00
   348    0.24692E+04    0.91482E+02    0.35555E-07   -0.97552E-07    0.91482E+02    0.17275E+02   -0.29927E-08   -0.37512E-11    0.35555E-07   -0.29927E-08    0.22604E-12    0.15302E-07   -0.97552E-07   -0.37512E-11    0.15302E-07    0.13416E+00
   349    0.24435E+04    0.90136E+02    0.35231E-07   -0.47339E-07    0.90136E+02    0.17426E+02   -0.30229E-08   -0.18203E-11    0.35231E-07   -0.30229E-08    0.22395E-12    0.15257E-07   -0.47339E-07   -0.18203E-11    0.15257E-07    0.13454E+00
   350    0.24181E+04    0.88768E+02    0.34918E-07   -0.46311E-15    0.88768E+02    0.17575E+02   -0.30527E-08    0.26853E-17    0.34918E-07   -0.30527E-08    0.22189E-12    0.15212E-07   -0.46311E-15    0.26853E-17    0.15212E-07    0.13492E+00
   351    0.23933E+04    0.87371E+02    0.34617E-07    0.44230E-07    0.87371E+02    0.17722E+02   -0.30820E-08    0.17008E-11    0.34617E-07   -0.30820E-08    0.21985E-12    0.15167E-07    0.44230E-07    0.17008E-11    0.15167E-07    0.13530E+00
   352    0.23686E+04    0.85944E+02    0.34327E-07    0.85366E-07    0.85944E+02    0.17866E+02   -0.31107E-08    0.32826E-11    0.34327E-07   -0.31107E-08    0.21783E-12    0.15123E-07    0.85366E-07    0.32826E-11    0.15123E-07    0.13567E+00
   353    0.23444E+04    0.84502E+02    0.34048E-07    0.12349E-06    0.84502E+02    0.18008E+02   -0.31390E-08    0.47486E-11    0.34048E-07   -0.31390E-08    0.21584E-12    0.15079E-07    0.12349E-06    0.47486E-11    0.15079E-07    0.13605E+00
   354    0.23204E+04    0.83024E+02    0.33779E-07    0.15868E-06    0.83024E+02    0.18148E+02   -0.31668E-08    0.61018E-11    0.33779E-07   -0.31668E-08    0.21386E-12    0.15035E-07    0.15868E-06    0.61018E-11    0.15035E-07    0.13643E+00
   355    0.22969E+04    0.81523E+02    0.33521E-07    0.19102E-06    0.81523E+02    0.18285E+02   -0.31940E-08    0.73454E-11    0.33521E-07   -0.31940E-08    0.21191E-12    0.14991E-07    0.19102E-06    0.73454E-11    0.14991E-07    0.13681E+00
   356    0.22737E+04    0.80007E+02    0.33274E-07    0.22059E-06    0.80007E+02    0.18421E+02   -0.32208E-08    0.84825E-11    0.33274E-07   -0.32208E-08    0.20998E-12    0.14948E-07    0.22059E-06    0.84825E-11    0.14948E-07    0.13719E+00
   357    0.22509E+04    0.78461E+02    0.33037E-07    0.24747E-06    0.78461E+02    0.18553E+02   -0.32470E-08    0.95161E-11    0.33037E-07   -0.32470E-08    0.20807E-12    0.14905E-07    0.24747E-06    0.95161E-11    0.14905E-07    0.13757E+00
   358    0.22286E+04    0.76901E+02    0.32810E-07    0.27174E-06    0.76901E+02    0.18682E+02   -0.32728E-08    0.10449E-10    0.32810E-07   -0.32728E-08    0.20618E-12    0.14862E-07    0.27174E-06    0.10449E-10    0.14862E-07    0.13794E+00
   359    0.22065E+04    0.75311E+02    0.32594E-07    0.29348E-06    0.75311E+02    0.18808E+02   -0.32981E-08    0.11285E-10    0.32594E-07   -0.32981E-08    0.20431E-12    0.14819E-07    0.29348E-06    0.11285E-10    0.14819E-07    0.13832E+00
   360    0.21849E+04    0.73703E+02    0.32387E-07    0.31278E-06    0.73703E+02    0.18933E+02   -0.33228E-08    0.12027E-10    0.32387E-07   -0.33228E-08    0.20247E-12    0.14777E-07    0.31278E-06    0.12027E-10    0.14777E-07    0.13870E+00
   361    0.21636E+04    0.72071E+02    0.32191E-07    0.32970E-06    0.72071E+02    0.19054E+02   -0.33470E-08    0.12678E-10    0.32191E-07   -0.33470E-08    0.20064E-12    0.14734E-07    0.32970E-06    0.12678E-10    0.14734E-07    0.13908E+00
   362    0.21428E+04    0.70419E+02    0.32004E-07    0.34433E-06    0.70419E+02    0.19173E+02   -0.33708E-08    0.13241E-10    0.32004E-07   -0.33708E-08    0.19883E-12    0.14692E-07    0.34433E-06    0.13241E-10    0.14692E-07    0.13945E+00
   363    0.21224E+04    0.68750E+02    0.31827E-07    0.35676E-06    0.68750E+02    0.19289E+02   -0.33940E-08    0.13718E-10    0.31827E-07   -0.33940E-08    0.19705E-12    0.14650E-07    0.35676E-06    0.13718E-10    0.14650E-07    0.13983E+00
   364    0.21024E+04    0.67059E+02    0.31660E-07    0.36706E-06    0.67059E+02    0.19401E+02   -0.34167E-08    0.14114E-10    0.31660E-07   -0.34167E-08    0.19528E-12    0.14609E-07    0.36706E-06    0.14114E-10    0.14609E-07    0.14021E+00
   365    0.20827E+04    0.65352E+02    0.31502E-07    0.37531E-06    0.65352E+02    0.19511E+02   -0.34389E-08    0.14432E-10    0.31502E-07   -0.34389E-08    0.19353E-12    0.14567E-07    0.37531E-06    0.14432E-10    0.14567E-07    0.14058E+00
   366    0.20635E+04    0.63627E+02    0.31354E-07    0.38160E-06    0.63627E+02    0.19618E+02   -0.34605E-08    0.14674E-10    0.31354E-07   -0.34605E-08    0.19180E-12    0.14526E-07    0.38160E-06    0.14674E-10    0.14526E-07    0.14096E+00
   367    0.20447E+04    0.61885E+02    0.31215E-07    0.38600E-06    0.61885E+02    0.19721E+02   -0.34817E-08    0.14843E-10    0.31215E-07   -0.34817E-08    0.19009E-12    0.14485E-07    0.38600E-06    0.14843E-10    0.14485E-07    0.14134E+00
   368    0.20263E+04    0.60128E+02    0.31085E-07    0.38859E-06    0.60128E+02    0.19821E+02   -0.35023E-08    0.14943E-10    0.31085E-07   -0.35023E-08    0.18840E-12    0.14445E-07    0.38859E-06    0.14943E-10    0.14445E-07    0.14171E+00
   369    0.20084E+04    0.58354E+02    0.30964E-07    0.38946E-06    0.58354E+02    0.19919E+02   -0.35224E-08    0.14976E-10    0.30964E-07   -0.35224E-08    0.18673E-12    0.14404E-07    0.38946E-06    0.14976E-10    0.14404E-07    0.14209E+00
   370    0.19909E+04    0.56568E+02    0.30852E-07    0.38869E-06    0.56568E+02    0.20013E+02   -0.35420E-08    0.14946E-10    0.30852E-07   -0.35420E-08    0.18508E-12    0.14364E-07    0.38869E-06    0.14946E-10    0.14364E-07    0.14247E+00
   371    0.19737E+04    0.54767E+02    0.30749E-07    0.38635E-06    0.54767E+02    0.20103E+02   -0.35611E-08    0.14856E-10    0.30749E-07   -0.35611E-08    0.18344E-12    0.14324E-07    0.38635E-06    0.14856E-10    0.14324E-07    0.14284E+00
   372    0.19570E+04    0.52954E+02    0.30655E-07    0.38253E-06    0.52954E+02    0.20190E+02   -0.35797E-08    0.14709E-10    0.30655E-07   -0.35797E-08    0.18183E-12    0.14284E-07    0.38253E-06    0.14709E-10    0.14284E-07    0.14322E+00
   373    0.19407E+04    0.51126E+02    0.30569E-07    0.37731E-06    0.51126E+02    0.20274E+02   -0.35977E-08    0.14509E-10    0.30569E-07   -0.35977E-08    0.18023E-12    0.14244E-07    0.37731E-06    0.14509E-10    0.14244E-07    0.14359E+00
   374    0.19249E+04    0.49289E+02    0.30491E-07    0.37076E-06    0.49289E+02    0.20355E+02   -0.36152E-08    0.14257E-10    0.30491E-07   -0.36152E-08    0.17865E-12    0.14205E-07    0.37076E-06    0.14257E-10    0.14205E-07    0.14397E+00
   375    0.19094E+04    0.47440E+02    0.30422E-07    0.36297E-06    0.47440E+02    0.20432E+02   -0.36322E-08    0.13957E-10    0.30422E-07   -0.36322E-08    0.17708E-12    0.14165E-07    0.36297E-06    0.13957E-10    0.14165E-07    0.14434E+00
   376    0.18945E+04    0.45581E+02    0.30361E-07    0.35402E-06    0.45581E+02    0.20506E+02   -0.36486E-08    0.13613E-10    0.30361E-07   -0.36486E-08    0.17553E-12    0.14126E-07    0.35402E-06    0.13613E-10    0.14126E-07    0.14472E+00
   377    0.18799E+04    0.43715E+02    0.30309E-07    0.34399E-06    0.43715E+02    0.20576E+02   -0.36645E-08    0.13228E-10    0.30309E-07   -0.36645E-08    0.17401E-12    0.14088E-07    0.34399E-06    0.13228E-10    0.14088E-07    0.14509E+00
   378    0.18658E+04    0.41837E+02    0.30264E-07    0.33296E-06    0.41837E+02    0.20642E+02   -0.36799E-08    0.12803E-10    0.30264E-07   -0.36799E-08    0.17249E-12    0.14049E-07    0.33296E-06    0.12803E-10    0.14049E-07    0.14547E+00
   379    0.18521E+04    0.39954E+02    0.30227E-07    0.32101E-06    0.39954E+02    0.20705E+02   -0.36947E-08    0.12344E-10    0.30227E-07   -0.36947E-08    0.17100E-12    0.14010E-07    0.32101E-06    0.12344E-10    0.14010E-07    0.14584E+00
   380    0.18389E+04    0.38062E+02    0.30198E-07    0.30822E-06    0.38062E+02    0.20766E+02   -0.37091E-08    0.11852E-10    0.30198E-07   -0.37091E-08    0.16952E-12    0.13972E-07    0.30822E-06    0.11852E-10    0.13972E-07    0.14622E+00
   381    0.18261E+04    0.36165E+02    0.30177E-07    0.29467E-06    0.36165E+02    0.20820E+02   -0.37228E-08    0.11331E-10    0.30177E-07   -0.37228E-08    0.16805E-12    0.13934E-07    0.29467E-06    0.11331E-10    0.13934E-07    0.14659E+00
   382    0.18136E+04    0.34263E+02    0.30163E-07    0.28044E-06    0.34263E+02    0.20872E+02   -0.37361E-08    0.10784E-10    0.30163E-07   -0.37361E-08    0.16660E-12    0.13896E-07    0.28044E-06    0.10784E-10    0.13896E-07    0.14696E+00
   383    0.18017E+04    0.32354E+02    0.30156E-07    0.26561E-06    0.32354E+02    0.20920E+02   -0.37488E-08    0.10214E-10    0.30156E-07   -0.37488E-08    0.16517E-12    0.13858E-07    0.26561E-06    0.10214E-10    0.13858E-07    0.14734E+00
