#    L    TxT            TxE            TxP            TxW1           ExT            ExE            ExP            ExW1           PxT            PxE            PxP            PxW1           W1xT           W1xE           W1xP           W1xW1       
   612    0.20279E+04    0.29502E+02    0.26674E-07   -0.47562E-09    0.29502E+02    0.22032E+02    0.23415E-08   -0.18289E-13    0.26674E-07    0.23415E-08    0.32960E-13    0.82880E-08   -0.47562E-09   -0.18289E-13    0.82880E-08    0.22533E+00
   613    0.20188E+04    0.29014E+02    0.26362E-07   -0.49279E-09    0.29014E+02    0.22330E+02    0.23650E-08   -0.18949E-13    0.26362E-07    0.23650E-08    0.32770E-13    0.82720E-08   -0.49279E-09   -0.18949E-13    0.82720E-08    0.22563E+00
   614    0.20097E+04    0.28493E+02    0.26049E-07   -0.50702E-09    0.28493E+02    0.22628E+02    0.23879E-08   -0.19496E-13    0.26049E-07    0.23879E-08    0.32581E-13    0.82562E-08   -0.50702E-09   -0.19496E-13    0.82562E-08    0.22593E+00
   615    0.20007E+04    0.27940E+02    0.25735E-07   -0.51842E-09    0.27940E+02    0.22926E+02    0.24105E-08   -0.19935E-13    0.25735E-07    0.24105E-08    0.32394E-13    0.82403E-08   -0.51842E-09   -0.19935E-13    0.82403E-08    0.22623E+00
   616    0.19918E+04    0.27356E+02    0.25420E-07   -0.52710E-09    0.27356E+02    0.23224E+02    0.24327E-08   -0.20269E-13    0.25420E-07    0.24327E-08    0.32208E-13    0.82245E-08   -0.52710E-09   -0.20269E-13    0.82245E-08    0.22653E+00
   617    0.19830E+04    0.26741E+02    0.25105E-07   -0.53318E-09    0.26741E+02    0.23522E+02    0.24544E-08   -0.20502E-13    0.25105E-07    0.24544E-08    0.32024E-13    0.82088E-08   -0.53318E-09   -0.20502E-13    0.82088E-08    0.22683E+00
   618    0.19742E+04    0.26093E+02    0.24789E-07   -0.53677E-09    0.26093E+02    0.23819E+02    0.24758E-08   -0.20640E-13    0.24789E-07    0.24758E-08    0.31841E-13    0.81931E-08   -0.53677E-09   -0.20640E-13    0.81931E-08    0.22713E+00
   619    0.19653E+04    0.25416E+02    0.24473E-07   -0.53798E-09    0.25416E+02    0.24116E+02    0.24967E-08   -0.20687E-13    0.24473E-07    0.24967E-08    0.31659E-13    0.81775E-08   -0.53798E-09   -0.20687E-13    0.81775E-08    0.22743E+00
   620    0.19567E+04    0.24707E+02    0.24156E-07   -0.53691E-09    0.24707E+02    0.24410E+02    0.25172E-08   -0.20646E-13    0.24156E-07    0.25172E-08    0.31479E-13    0.81619E-08   -0.53691E-09   -0.20646E-13    0.81619E-08    0.22773E+00
   621    0.19480E+04    0.23967E+02    0.23839E-07   -0.53368E-09    0.23967E+02    0.24705E+02    0.25372E-08   -0.20522E-13    0.23839E-07    0.25372E-08    0.31300E-13    0.81463E-08   -0.53368E-09   -0.20522E-13    0.81463E-08    0.22802E+00
   622    0.19395E+04    0.23197E+02    0.23522E-07   -0.52841E-09    0.23197E+02    0.24998E+02    0.25569E-08   -0.20319E-13    0.23522E-07    0.25569E-08    0.31122E-13    0.81308E-08   -0.52841E-09   -0.20319E-13    0.81308E-08    0.22832E+00
   623    0.19311E+04    0.22397E+02    0.23204E-07   -0.52119E-09    0.22397E+02    0.25290E+02    0.25761E-08   -0.20041E-13    0.23204E-07    0.25761E-08    0.30946E-13    0.81153E-08   -0.52119E-09   -0.20041E-13    0.81153E-08    0.22862E+00
   624    0.19227E+04    0.21567E+02    0.22886E-07   -0.51215E-09    0.21567E+02    0.25579E+02    0.25949E-08   -0.19694E-13    0.22886E-07    0.25949E-08    0.30771E-13    0.80999E-08   -0.51215E-09   -0.19694E-13    0.80999E-08    0.22892E+00
   625    0.19143E+04    0.20707E+02    0.22567E-07   -0.50140E-09    0.20707E+02    0.25868E+02    0.26133E-08   -0.19280E-13    0.22567E-07    0.26133E-08    0.30597E-13    0.80846E-08   -0.50140E-09   -0.19280E-13    0.80846E-08    0.22921E+00
   626    0.19061E+04    0.19818E+02    0.22249E-07   -0.48903E-09    0.19818E+02    0.26155E+02    0.26313E-08   -0.18805E-13    0.22249E-07    0.26313E-08    0.30424E-13    0.80692E-08   -0.48903E-09   -0.18805E-13    0.80692E-08    0.22951E+00
   627    0.18980E+04    0.18900E+02    0.21930E-07   -0.47518E-09    0.18900E+02    0.26441E+02    0.26488E-08   -0.18272E-13    0.21930E-07    0.26488E-08    0.30253E-13    0.80539E-08   -0.47518E-09   -0.18272E-13    0.80539E-08    0.22980E+00
   628    0.18900E+04    0.17954E+02    0.21611E-07   -0.45994E-09    0.17954E+02    0.26724E+02    0.26659E-08   -0.17686E-13    0.21611E-07    0.26659E-08    0.30083E-13    0.80387E-08   -0.45994E-09   -0.17686E-13    0.80387E-08    0.23010E+00
   629    0.18822E+04    0.16979E+02    0.21293E-07   -0.44344E-09    0.16979E+02    0.27005E+02    0.26826E-08   -0.17051E-13    0.21293E-07    0.26826E-08    0.29914E-13    0.80235E-08   -0.44344E-09   -0.17051E-13    0.80235E-08    0.23040E+00
   630    0.18743E+04    0.15975E+02    0.20974E-07   -0.42577E-09    0.15975E+02    0.27284E+02    0.26989E-08   -0.16372E-13    0.20974E-07    0.26989E-08    0.29746E-13    0.80084E-08   -0.42577E-09   -0.16372E-13    0.80084E-08    0.23069E+00
   631    0.18666E+04    0.14945E+02    0.20655E-07   -0.40705E-09    0.14945E+02    0.27561E+02    0.27147E-08   -0.15652E-13    0.20655E-07    0.27147E-08    0.29580E-13    0.79933E-08   -0.40705E-09   -0.15652E-13    0.79933E-08    0.23098E+00
   632    0.18591E+04    0.13887E+02    0.20337E-07   -0.38740E-09    0.13887E+02    0.27836E+02    0.27301E-08   -0.14897E-13    0.20337E-07    0.27301E-08    0.29414E-13    0.79782E-08   -0.38740E-09   -0.14897E-13    0.79782E-08    0.23128E+00
   633    0.18515E+04    0.12802E+02    0.20019E-07   -0.36692E-09    0.12802E+02    0.28109E+02    0.27451E-08   -0.14109E-13    0.20019E-07    0.27451E-08    0.29250E-13    0.79632E-08   -0.36692E-09   -0.14109E-13    0.79632E-08    0.23157E+00
   634    0.18442E+04    0.11692E+02    0.19701E-07   -0.34573E-09    0.11692E+02    0.28378E+02    0.27596E-08   -0.13294E-13    0.19701E-07    0.27596E-08    0.29087E-13    0.79482E-08   -0.34573E-09   -0.13294E-13    0.79482E-08    0.23187E+00
   635    0.18371E+04    0.10556E+02    0.19383E-07   -0.32393E-09    0.10556E+02    0.28645E+02    0.27737E-08   -0.12456E-13    0.19383E-07    0.27737E-08    0.28925E-13    0.79333E-08   -0.32393E-09   -0.12456E-13    0.79333E-08    0.23216E+00
   636    0.18299E+04    0.93946E+01    0.19066E-07   -0.30163E-09    0.93946E+01    0.28911E+02    0.27874E-08   -0.11599E-13    0.19066E-07    0.27874E-08    0.28765E-13    0.79184E-08   -0.30163E-09   -0.11599E-13    0.79184E-08    0.23245E+00
   637    0.18230E+04    0.82076E+01    0.18749E-07   -0.27896E-09    0.82076E+01    0.29171E+02    0.28007E-08   -0.10727E-13    0.18749E-07    0.28007E-08    0.28605E-13    0.79035E-08   -0.27896E-09   -0.10727E-13    0.79035E-08    0.23274E+00
   638    0.18161E+04    0.69970E+01    0.18432E-07   -0.25601E-09    0.69970E+01    0.29431E+02    0.28135E-08   -0.98444E-14    0.18432E-07    0.28135E-08    0.28447E-13    0.78887E-08   -0.25601E-09   -0.98444E-14    0.78887E-08    0.23303E+00
   639    0.18095E+04    0.57617E+01    0.18117E-07   -0.23291E-09    0.57617E+01    0.29686E+02    0.28259E-08   -0.89560E-14    0.18117E-07    0.28259E-08    0.28290E-13    0.78740E-08   -0.23291E-09   -0.89560E-14    0.78740E-08    0.23333E+00
   640    0.18029E+04    0.45035E+01    0.17801E-07   -0.20975E-09    0.45035E+01    0.29939E+02    0.28378E-08   -0.80657E-14    0.17801E-07    0.28378E-08    0.28134E-13    0.78592E-08   -0.20975E-09   -0.80657E-14    0.78592E-08    0.23362E+00
   641    0.17965E+04    0.32221E+01    0.17486E-07   -0.18666E-09    0.32221E+01    0.30188E+02    0.28493E-08   -0.71777E-14    0.17486E-07    0.28493E-08    0.27979E-13    0.78446E-08   -0.18666E-09   -0.71777E-14    0.78446E-08    0.23391E+00
   642    0.17902E+04    0.19183E+01    0.17172E-07   -0.16375E-09    0.19183E+01    0.30434E+02    0.28604E-08   -0.62965E-14    0.17172E-07    0.28604E-08    0.27825E-13    0.78299E-08   -0.16375E-09   -0.62965E-14    0.78299E-08    0.23420E+00
   643    0.17841E+04    0.59267E+00    0.16859E-07   -0.14111E-09    0.59267E+00    0.30677E+02    0.28711E-08   -0.54262E-14    0.16859E-07    0.28711E-08    0.27672E-13    0.78153E-08   -0.14111E-09   -0.54262E-14    0.78153E-08    0.23449E+00
   644    0.17782E+04   -0.75424E+00    0.16546E-07   -0.11888E-09   -0.75424E+00    0.30914E+02    0.28813E-08   -0.45712E-14    0.16546E-07    0.28813E-08    0.27520E-13    0.78008E-08   -0.11888E-09   -0.45712E-14    0.78008E-08    0.23478E+00
   645    0.17724E+04   -0.21222E+01    0.16235E-07   -0.97148E-10   -0.21222E+01    0.31149E+02    0.28911E-08   -0.37356E-14    0.16235E-07    0.28911E-08    0.27370E-13    0.77863E-08   -0.97148E-10   -0.37356E-14    0.77863E-08    0.23507E+00
   646    0.17667E+04   -0.35104E+01    0.15924E-07   -0.76038E-10   -0.35104E+01    0.31381E+02    0.29004E-08   -0.29239E-14    0.15924E-07    0.29004E-08    0.27220E-13    0.77718E-08   -0.76038E-10   -0.29239E-14    0.77718E-08    0.23535E+00
   647    0.17613E+04   -0.49189E+01    0.15614E-07   -0.55656E-10   -0.49189E+01    0.31608E+02    0.29093E-08   -0.21401E-14    0.15614E-07    0.29093E-08    0.27071E-13    0.77574E-08   -0.55656E-10   -0.21401E-14    0.77574E-08    0.23564E+00
   648    0.17559E+04   -0.63457E+01    0.15305E-07   -0.36115E-10   -0.63457E+01    0.31832E+02    0.29177E-08   -0.13887E-14    0.15305E-07    0.29177E-08    0.26924E-13    0.77430E-08   -0.36115E-10   -0.13887E-14    0.77430E-08    0.23593E+00
   649    0.17508E+04   -0.77917E+01    0.14997E-07   -0.17526E-10   -0.77917E+01    0.32051E+02    0.29258E-08   -0.67393E-15    0.14997E-07    0.29258E-08    0.26777E-13    0.77286E-08   -0.17526E-10   -0.67393E-15    0.77286E-08    0.23622E+00
   650    0.17458E+04   -0.92553E+01    0.14690E-07    0.00000E+00   -0.92553E+01    0.32265E+02    0.29333E-08    0.00000E+00    0.14690E-07    0.29333E-08    0.26632E-13    0.77143E-08    0.00000E+00    0.00000E+00    0.77143E-08    0.23651E+00
   651    0.17410E+04   -0.10737E+02    0.14384E-07    0.16376E-10   -0.10737E+02    0.32477E+02    0.29405E-08    0.62969E-15    0.14384E-07    0.29405E-08    0.26487E-13    0.77001E-08    0.16376E-10    0.62969E-15    0.77001E-08    0.23679E+00
   652    0.17363E+04   -0.12235E+02    0.14080E-07    0.31607E-10   -0.12235E+02    0.32684E+02    0.29472E-08    0.12154E-14    0.14080E-07    0.29472E-08    0.26344E-13    0.76858E-08    0.31607E-10    0.12154E-14    0.76858E-08    0.23708E+00
   653    0.17319E+04   -0.13748E+02    0.13777E-07    0.45724E-10   -0.13748E+02    0.32886E+02    0.29534E-08    0.17582E-14    0.13777E-07    0.29534E-08    0.26201E-13    0.76717E-08    0.45724E-10    0.17582E-14    0.76717E-08    0.23737E+00
   654    0.17276E+04   -0.15277E+02    0.13474E-07    0.58756E-10   -0.15277E+02    0.33083E+02    0.29593E-08    0.22593E-14    0.13474E-07    0.29593E-08    0.26060E-13    0.76575E-08    0.58756E-10    0.22593E-14    0.76575E-08    0.23765E+00
   655    0.17234E+04   -0.16821E+02    0.13173E-07    0.70733E-10   -0.16821E+02    0.33277E+02    0.29647E-08    0.27199E-14    0.13173E-07    0.29647E-08    0.25919E-13    0.76434E-08    0.70733E-10    0.27199E-14    0.76434E-08    0.23794E+00
   656    0.17195E+04   -0.18379E+02    0.12874E-07    0.81685E-10   -0.18379E+02    0.33466E+02    0.29696E-08    0.31410E-14    0.12874E-07    0.29696E-08    0.25779E-13    0.76293E-08    0.81685E-10    0.31410E-14    0.76293E-08    0.23822E+00
   657    0.17157E+04   -0.19950E+02    0.12576E-07    0.91642E-10   -0.19950E+02    0.33650E+02    0.29742E-08    0.35239E-14    0.12576E-07    0.29742E-08    0.25641E-13    0.76153E-08    0.91642E-10    0.35239E-14    0.76153E-08    0.23851E+00
   658    0.17121E+04   -0.21534E+02    0.12278E-07    0.10063E-09   -0.21534E+02    0.33829E+02    0.29783E-08    0.38696E-14    0.12278E-07    0.29783E-08    0.25503E-13    0.76013E-08    0.10063E-09    0.38696E-14    0.76013E-08    0.23879E+00
   659    0.17087E+04   -0.23130E+02    0.11983E-07    0.10869E-09   -0.23130E+02    0.34004E+02    0.29820E-08    0.41793E-14    0.11983E-07    0.29820E-08    0.25366E-13    0.75874E-08    0.10869E-09    0.41793E-14    0.75874E-08    0.23907E+00
   660    0.17056E+04   -0.24737E+02    0.11688E-07    0.11583E-09   -0.24737E+02    0.34173E+02    0.29852E-08    0.44542E-14    0.11688E-07    0.29852E-08    0.25230E-13    0.75735E-08    0.11583E-09    0.44542E-14    0.75735E-08    0.23936E+00
   661    0.17025E+04   -0.26354E+02    0.11395E-07    0.12211E-09   -0.26354E+02    0.34337E+02    0.29881E-08    0.46953E-14    0.11395E-07    0.29881E-08    0.25095E-13    0.75596E-08    0.12211E-09    0.46953E-14    0.75596E-08    0.23964E+00
   662    0.16997E+04   -0.27983E+02    0.11104E-07    0.12753E-09   -0.27983E+02    0.34497E+02    0.29905E-08    0.49039E-14    0.11104E-07    0.29905E-08    0.24961E-13    0.75457E-08    0.12753E-09    0.49039E-14    0.75457E-08    0.23992E+00
   663    0.16970E+04   -0.29621E+02    0.10814E-07    0.13214E-09   -0.29621E+02    0.34651E+02    0.29925E-08    0.50811E-14    0.10814E-07    0.29925E-08    0.24828E-13    0.75319E-08    0.13214E-09    0.50811E-14    0.75319E-08    0.24021E+00
   664    0.16946E+04   -0.31266E+02    0.10525E-07    0.13596E-09   -0.31266E+02    0.34800E+02    0.29942E-08    0.52280E-14    0.10525E-07    0.29942E-08    0.24696E-13    0.75182E-08    0.13596E-09    0.52280E-14    0.75182E-08    0.24049E+00
   665    0.16922E+04   -0.32920E+02    0.10238E-07    0.13902E-09   -0.32920E+02    0.34943E+02    0.29954E-08    0.53458E-14    0.10238E-07    0.29954E-08    0.24565E-13    0.75045E-08    0.13902E-09    0.53458E-14    0.75045E-08    0.24077E+00
   666    0.16901E+04   -0.34581E+02    0.99523E-08    0.14136E-09   -0.34581E+02    0.35082E+02    0.29962E-08    0.54355E-14    0.99523E-08    0.29962E-08    0.24434E-13    0.74908E-08    0.14136E-09    0.54355E-14    0.74908E-08    0.24105E+00
   667    0.16883E+04   -0.36249E+02    0.96682E-08    0.14299E-09   -0.36249E+02    0.35215E+02    0.29966E-08    0.54985E-14    0.96682E-08    0.29966E-08    0.24305E-13    0.74771E-08    0.14299E-09    0.54985E-14    0.74771E-08    0.24133E+00
   668    0.16864E+04   -0.37923E+02    0.93856E-08    0.14396E-09   -0.37923E+02    0.35342E+02    0.29966E-08    0.55357E-14    0.93856E-08    0.29966E-08    0.24176E-13    0.74635E-08    0.14396E-09    0.55357E-14    0.74635E-08    0.24161E+00
   669    0.16850E+04   -0.39602E+02    0.91046E-08    0.14429E-09   -0.39602E+02    0.35465E+02    0.29962E-08    0.55484E-14    0.91046E-08    0.29962E-08    0.24048E-13    0.74499E-08    0.14429E-09    0.55484E-14    0.74499E-08    0.24189E+00
   670    0.16836E+04   -0.41284E+02    0.88251E-08    0.14401E-09   -0.41284E+02    0.35581E+02    0.29954E-08    0.55376E-14    0.88251E-08    0.29954E-08    0.23921E-13    0.74364E-08    0.14401E-09    0.55376E-14    0.74364E-08    0.24217E+00
   671    0.16825E+04   -0.42971E+02    0.85474E-08    0.14315E-09   -0.42971E+02    0.35693E+02    0.29942E-08    0.55046E-14    0.85474E-08    0.29942E-08    0.23795E-13    0.74229E-08    0.14315E-09    0.55046E-14    0.74229E-08    0.24245E+00
   672    0.16815E+04   -0.44661E+02    0.82712E-08    0.14174E-09   -0.44661E+02    0.35798E+02    0.29926E-08    0.54505E-14    0.82712E-08    0.29926E-08    0.23670E-13    0.74094E-08    0.14174E-09    0.54505E-14    0.74094E-08    0.24273E+00
   673    0.16808E+04   -0.46353E+02    0.79968E-08    0.13982E-09   -0.46353E+02    0.35899E+02    0.29906E-08    0.53763E-14    0.79968E-08    0.29906E-08    0.23546E-13    0.73960E-08    0.13982E-09    0.53763E-14    0.73960E-08    0.24301E+00
   674    0.16802E+04   -0.48046E+02    0.77240E-08    0.13740E-09   -0.48046E+02    0.35994E+02    0.29883E-08    0.52834E-14    0.77240E-08    0.29883E-08    0.23422E-13    0.73826E-08    0.13740E-09    0.52834E-14    0.73826E-08    0.24329E+00
   675    0.16799E+04   -0.49740E+02    0.74530E-08    0.13452E-09   -0.49740E+02    0.36082E+02    0.29856E-08    0.51727E-14    0.74530E-08    0.29856E-08    0.23300E-13    0.73693E-08    0.13452E-09    0.51727E-14    0.73693E-08    0.24357E+00
   676    0.16797E+04   -0.51434E+02    0.71837E-08    0.13121E-09   -0.51434E+02    0.36165E+02    0.29824E-08    0.50455E-14    0.71837E-08    0.29824E-08    0.23178E-13    0.73560E-08    0.13121E-09    0.50455E-14    0.73560E-08    0.24384E+00
   677    0.16797E+04   -0.53127E+02    0.69162E-08    0.12750E-09   -0.53127E+02    0.36242E+02    0.29789E-08    0.49029E-14    0.69162E-08    0.29789E-08    0.23057E-13    0.73427E-08    0.12750E-09    0.49029E-14    0.73427E-08    0.24412E+00
   678    0.16799E+04   -0.54819E+02    0.66505E-08    0.12342E-09   -0.54819E+02    0.36313E+02    0.29751E-08    0.47460E-14    0.66505E-08    0.29751E-08    0.22936E-13    0.73294E-08    0.12342E-09    0.47460E-14    0.73294E-08    0.24440E+00
   679    0.16803E+04   -0.56509E+02    0.63866E-08    0.11900E-09   -0.56509E+02    0.36379E+02    0.29708E-08    0.45760E-14    0.63866E-08    0.29708E-08    0.22817E-13    0.73162E-08    0.11900E-09    0.45760E-14    0.73162E-08    0.24467E+00
   680    0.16810E+04   -0.58196E+02    0.61246E-08    0.11427E-09   -0.58196E+02    0.36439E+02    0.29662E-08    0.43940E-14    0.61246E-08    0.29662E-08    0.22698E-13    0.73030E-08    0.11427E-09    0.43940E-14    0.73030E-08    0.24495E+00
   681    0.16818E+04   -0.59879E+02    0.58644E-08    0.10925E-09   -0.59879E+02    0.36493E+02    0.29612E-08    0.42012E-14    0.58644E-08    0.29612E-08    0.22580E-13    0.72899E-08    0.10925E-09    0.42012E-14    0.72899E-08    0.24523E+00
   682    0.16828E+04   -0.61559E+02    0.56062E-08    0.10399E-09   -0.61559E+02    0.36540E+02    0.29559E-08    0.39986E-14    0.56062E-08    0.29559E-08    0.22463E-13    0.72768E-08    0.10399E-09    0.39986E-14    0.72768E-08    0.24550E+00
   683    0.16840E+04   -0.63234E+02    0.53498E-08    0.98499E-10   -0.63234E+02    0.36583E+02    0.29501E-08    0.37876E-14    0.53498E-08    0.29501E-08    0.22347E-13    0.72637E-08    0.98499E-10    0.37876E-14    0.72637E-08    0.24578E+00
   684    0.16854E+04   -0.64904E+02    0.50954E-08    0.92818E-10   -0.64904E+02    0.36618E+02    0.29441E-08    0.35691E-14    0.50954E-08    0.29441E-08    0.22231E-13    0.72506E-08    0.92818E-10    0.35691E-14    0.72506E-08    0.24605E+00
   685    0.16868E+04   -0.66568E+02    0.48430E-08    0.86974E-10   -0.66568E+02    0.36648E+02    0.29376E-08    0.33444E-14    0.48430E-08    0.29376E-08    0.22116E-13    0.72376E-08    0.86974E-10    0.33444E-14    0.72376E-08    0.24633E+00
   686    0.16885E+04   -0.68217E+02    0.45925E-08    0.80997E-10   -0.68217E+02    0.36672E+02    0.29308E-08    0.31145E-14    0.45925E-08    0.29308E-08    0.22002E-13    0.72247E-08    0.80997E-10    0.31145E-14    0.72247E-08    0.24660E+00
   687    0.16905E+04   -0.69862E+02    0.43441E-08    0.74916E-10   -0.69862E+02    0.36691E+02    0.29237E-08    0.28807E-14    0.43441E-08    0.29237E-08    0.21889E-13    0.72117E-08    0.74916E-10    0.28807E-14    0.72117E-08    0.24687E+00
   688    0.16926E+04   -0.71501E+02    0.40977E-08    0.68762E-10   -0.71501E+02    0.36702E+02    0.29162E-08    0.26441E-14    0.40977E-08    0.29162E-08    0.21776E-13    0.71988E-08    0.68762E-10    0.26441E-14    0.71988E-08    0.24715E+00
   689    0.16949E+04   -0.73127E+02    0.38534E-08    0.62564E-10   -0.73127E+02    0.36708E+02    0.29083E-08    0.24058E-14    0.38534E-08    0.29083E-08    0.21664E-13    0.71859E-08    0.62564E-10    0.24058E-14    0.71859E-08    0.24742E+00
   690    0.16973E+04   -0.74747E+02    0.36112E-08    0.56352E-10   -0.74747E+02    0.36709E+02    0.29001E-08    0.21669E-14    0.36112E-08    0.29001E-08    0.21553E-13    0.71731E-08    0.56352E-10    0.21669E-14    0.71731E-08    0.24769E+00
   691    0.17000E+04   -0.76354E+02    0.33710E-08    0.50156E-10   -0.76354E+02    0.36701E+02    0.28916E-08    0.19286E-14    0.33710E-08    0.28916E-08    0.21442E-13    0.71603E-08    0.50156E-10    0.19286E-14    0.71603E-08    0.24797E+00
   692    0.17028E+04   -0.77948E+02    0.31331E-08    0.44005E-10   -0.77948E+02    0.36690E+02    0.28827E-08    0.16921E-14    0.31331E-08    0.28827E-08    0.21333E-13    0.71475E-08    0.44005E-10    0.16921E-14    0.71475E-08    0.24824E+00
   693    0.17058E+04   -0.79535E+02    0.28972E-08    0.37929E-10   -0.79535E+02    0.36672E+02    0.28734E-08    0.14585E-14    0.28972E-08    0.28734E-08    0.21223E-13    0.71348E-08    0.37929E-10    0.14585E-14    0.71348E-08    0.24851E+00
   694    0.17089E+04   -0.81102E+02    0.26636E-08    0.31958E-10   -0.81102E+02    0.36648E+02    0.28639E-08    0.12289E-14    0.26636E-08    0.28639E-08    0.21115E-13    0.71221E-08    0.31958E-10    0.12289E-14    0.71221E-08    0.24878E+00
   695    0.17123E+04   -0.82656E+02    0.24322E-08    0.26121E-10   -0.82656E+02    0.36619E+02    0.28540E-08    0.10044E-14    0.24322E-08    0.28540E-08    0.21007E-13    0.71094E-08    0.26121E-10    0.10044E-14    0.71094E-08    0.24905E+00
   696    0.17159E+04   -0.84212E+02    0.22030E-08    0.20449E-10   -0.84212E+02    0.36583E+02    0.28437E-08    0.78634E-15    0.22030E-08    0.28437E-08    0.20900E-13    0.70967E-08    0.20449E-10    0.78634E-15    0.70967E-08    0.24932E+00
   697    0.17196E+04   -0.85739E+02    0.19761E-08    0.14972E-10   -0.85739E+02    0.36542E+02    0.28332E-08    0.57570E-15    0.19761E-08    0.28332E-08    0.20794E-13    0.70841E-08    0.14972E-10    0.57570E-15    0.70841E-08    0.24959E+00
   698    0.17234E+04   -0.87254E+02    0.17515E-08    0.97176E-11   -0.87254E+02    0.36494E+02    0.28223E-08    0.37367E-15    0.17515E-08    0.28223E-08    0.20688E-13    0.70715E-08    0.97176E-11    0.37367E-15    0.70715E-08    0.24986E+00
   699    0.17274E+04   -0.88748E+02    0.15291E-08    0.47171E-11   -0.88748E+02    0.36441E+02    0.28111E-08    0.18139E-15    0.15291E-08    0.28111E-08    0.20583E-13    0.70590E-08    0.47171E-11    0.18139E-15    0.70590E-08    0.25013E+00
   700    0.17317E+04   -0.90229E+02    0.13091E-08    0.00000E+00   -0.90229E+02    0.36381E+02    0.27995E-08    0.00000E+00    0.13091E-08    0.27995E-08    0.20479E-13    0.70465E-08    0.00000E+00    0.00000E+00    0.70465E-08    0.25040E+00
   701    0.17360E+04   -0.91697E+02    0.10915E-08   -0.44103E-11   -0.91697E+02    0.36316E+02    0.27876E-08   -0.16959E-15    0.10915E-08    0.27876E-08    0.20375E-13    0.70340E-08   -0.44103E-11   -0.16959E-15    0.70340E-08    0.25067E+00
   702    0.17406E+04   -0.93137E+02    0.87622E-09   -0.85154E-11   -0.93137E+02    0.36246E+02    0.27755E-08   -0.32744E-15    0.87622E-09    0.27755E-08    0.20272E-13    0.70215E-08   -0.85154E-11   -0.32744E-15    0.70215E-08    0.25094E+00
   703    0.17452E+04   -0.94578E+02    0.66334E-09   -0.12323E-10   -0.94578E+02    0.36169E+02    0.27630E-08   -0.47386E-15    0.66334E-09    0.27630E-08    0.20169E-13    0.70091E-08   -0.12323E-10   -0.47386E-15    0.70091E-08    0.25121E+00
   704    0.17500E+04   -0.95985E+02    0.45286E-09   -0.15841E-10   -0.95985E+02    0.36087E+02    0.27502E-08   -0.60914E-15    0.45286E-09    0.27502E-08    0.20067E-13    0.69967E-08   -0.15841E-10   -0.60914E-15    0.69967E-08    0.25148E+00
   705    0.17549E+04   -0.97371E+02    0.24478E-09   -0.19077E-10   -0.97371E+02    0.35999E+02    0.27371E-08   -0.73358E-15    0.24478E-09    0.27371E-08    0.19966E-13    0.69843E-08   -0.19077E-10   -0.73358E-15    0.69843E-08    0.25174E+00
   706    0.17601E+04   -0.98744E+02    0.39132E-10   -0.22040E-10   -0.98744E+02    0.35906E+02    0.27237E-08   -0.84750E-15    0.39132E-10    0.27237E-08    0.19866E-13    0.69720E-08   -0.22040E-10   -0.84750E-15    0.69720E-08    0.25201E+00
   707    0.17653E+04   -0.10010E+03   -0.16408E-09   -0.24736E-10   -0.10010E+03    0.35807E+02    0.27100E-08   -0.95118E-15   -0.16408E-09    0.27100E-08    0.19766E-13    0.69597E-08   -0.24736E-10   -0.95118E-15    0.69597E-08    0.25228E+00
   708    0.17708E+04   -0.10141E+03   -0.36484E-09   -0.27174E-10   -0.10141E+03    0.35702E+02    0.26960E-08   -0.10449E-14   -0.36484E-09    0.26960E-08    0.19666E-13    0.69474E-08   -0.27174E-10   -0.10449E-14    0.69474E-08    0.25254E+00
   709    0.17763E+04   -0.10272E+03   -0.56314E-09   -0.29362E-10   -0.10272E+03    0.35593E+02    0.26818E-08   -0.11290E-14   -0.56314E-09    0.26818E-08    0.19567E-13    0.69352E-08   -0.29362E-10   -0.11290E-14    0.69352E-08    0.25281E+00
   710    0.17820E+04   -0.10401E+03   -0.75897E-09   -0.31307E-10   -0.10401E+03    0.35477E+02    0.26672E-08   -0.12038E-14   -0.75897E-09    0.26672E-08    0.19469E-13    0.69230E-08   -0.31307E-10   -0.12038E-14    0.69230E-08    0.25308E+00
   711    0.17878E+04   -0.10526E+03   -0.95230E-09   -0.33017E-10   -0.10526E+03    0.35356E+02    0.26524E-08   -0.12696E-14   -0.95230E-09    0.26524E-08    0.19372E-13    0.69108E-08   -0.33017E-10   -0.12696E-14    0.69108E-08    0.25334E+00
   712    0.17938E+04   -0.10650E+03   -0.11431E-08   -0.34500E-10   -0.10650E+03    0.35230E+02    0.26374E-08   -0.13266E-14   -0.11431E-08    0.26374E-08    0.19275E-13    0.68987E-08   -0.34500E-10   -0.13266E-14    0.68987E-08    0.25361E+00
   713    0.17999E+04   -0.10771E+03   -0.13314E-08   -0.35764E-10   -0.10771E+03    0.35098E+02    0.26220E-08   -0.13752E-14   -0.13314E-08    0.26220E-08    0.19179E-13    0.68866E-08   -0.35764E-10   -0.13752E-14    0.68866E-08    0.25387E+00
   714    0.18061E+04   -0.10890E+03   -0.15172E-08   -0.36817E-10   -0.10890E+03    0.34962E+02    0.26064E-08   -0.14157E-14   -0.15172E-08    0.26064E-08    0.19083E-13    0.68745E-08   -0.36817E-10   -0.14157E-14    0.68745E-08    0.25414E+00
