#    L    TT             EE             TE             PP             TP          
   951    0.12563E+04    0.36705E+02    0.43510E+02    0.28913E+06    0.47305E-08
   952    0.12471E+04    0.36932E+02    0.42490E+02    0.28864E+06    0.91743E-08
   953    0.12381E+04    0.37153E+02    0.41448E+02    0.28816E+06    0.13337E-07
   954    0.12292E+04    0.37371E+02    0.40386E+02    0.28768E+06    0.17225E-07
   955    0.12203E+04    0.37584E+02    0.39303E+02    0.28719E+06    0.20844E-07
   956    0.12116E+04    0.37794E+02    0.38199E+02    0.28671E+06    0.24200E-07
   957    0.12031E+04    0.37997E+02    0.37078E+02    0.28623E+06    0.27298E-07
   958    0.11945E+04    0.38196E+02    0.35936E+02    0.28575E+06    0.30144E-07
   959    0.11863E+04    0.38391E+02    0.34777E+02    0.28528E+06    0.32745E-07
   960    0.11782E+04    0.38581E+02    0.33601E+02    0.28480E+06    0.35106E-07
   961    0.11701E+04    0.38766E+02    0.32408E+02    0.28433E+06    0.37233E-07
   962    0.11622E+04    0.38945E+02    0.31198E+02    0.28385E+06    0.39131E-07
   963    0.11545E+04    0.39120E+02    0.29973E+02    0.28338E+06    0.40808E-07
   964    0.11469E+04    0.39290E+02    0.28733E+02    0.28291E+06    0.42267E-07
   965    0.11393E+04    0.39454E+02    0.27478E+02    0.28244E+06    0.43517E-07
   966    0.11320E+04    0.39614E+02    0.26209E+02    0.28197E+06    0.44561E-07
   967    0.11248E+04    0.39768E+02    0.24926E+02    0.28150E+06    0.45407E-07
   968    0.11177E+04    0.39916E+02    0.23631E+02    0.28104E+06    0.46059E-07
   969    0.11108E+04    0.40058E+02    0.22324E+02    0.28057E+06    0.46524E-07
   970    0.11041E+04    0.40196E+02    0.21005E+02    0.28011E+06    0.46808E-07
   971    0.10974E+04    0.40328E+02    0.19674E+02    0.27964E+06    0.46916E-07
   972    0.10909E+04    0.40453E+02    0.18334E+02    0.27918E+06    0.46855E-07
   973    0.10845E+04    0.40573E+02    0.16983E+02    0.27872E+06    0.46629E-07
   974    0.10783E+04    0.40688E+02    0.15622E+02    0.27825E+06    0.46246E-07
   975    0.10723E+04    0.40797E+02    0.14254E+02    0.27779E+06    0.45711E-07
   976    0.10664E+04    0.40898E+02    0.12877E+02    0.27733E+06    0.45029E-07
   977    0.10607E+04    0.40995E+02    0.11494E+02    0.27687E+06    0.44207E-07
   978    0.10550E+04    0.41086E+02    0.10103E+02    0.27642E+06    0.43250E-07
   979    0.10496E+04    0.41171E+02    0.87064E+01    0.27596E+06    0.42165E-07
   980    0.10443E+04    0.41250E+02    0.73042E+01    0.27550E+06    0.40957E-07
   981    0.10392E+04    0.41321E+02    0.58968E+01    0.27504E+06    0.39632E-07
   982    0.10341E+04    0.41389E+02    0.44855E+01    0.27459E+06    0.38195E-07
   983    0.10293E+04    0.41449E+02    0.30702E+01    0.27413E+06    0.36653E-07
   984    0.10246E+04    0.41502E+02    0.16518E+01    0.27368E+06    0.35012E-07
   985    0.10201E+04    0.41550E+02    0.23064E+00    0.27322E+06    0.33277E-07
   986    0.10157E+04    0.41592E+02   -0.11922E+01    0.27277E+06    0.31455E-07
   987    0.10114E+04    0.41627E+02   -0.26168E+01    0.27232E+06    0.29550E-07
   988    0.10073E+04    0.41657E+02   -0.40419E+01    0.27186E+06    0.27570E-07
   989    0.10034E+04    0.41679E+02   -0.54663E+01    0.27141E+06    0.25519E-07
   990    0.99964E+03    0.41699E+02   -0.68913E+01    0.27096E+06    0.23404E-07
   991    0.99602E+03    0.41709E+02   -0.83149E+01    0.27050E+06    0.21230E-07
   992    0.99254E+03    0.41714E+02   -0.97370E+01    0.27005E+06    0.19004E-07
   993    0.98913E+03    0.41711E+02   -0.11157E+02    0.26960E+06    0.16731E-07
   994    0.98595E+03    0.41704E+02   -0.12573E+02    0.26915E+06    0.14417E-07
   995    0.98298E+03    0.41690E+02   -0.13987E+02    0.26870E+06    0.12068E-07
   996    0.98009E+03    0.41668E+02   -0.15396E+02    0.26825E+06    0.96892E-08
   997    0.97735E+03    0.41642E+02   -0.16801E+02    0.26780E+06    0.72874E-08
   998    0.97476E+03    0.41608E+02   -0.18200E+02    0.26735E+06    0.48680E-08
   999    0.97231E+03    0.41569E+02   -0.19593E+02    0.26689E+06    0.24369E-08
  1000    0.97001E+03    0.41524E+02   -0.20981E+02    0.26644E+06    0.00000E+00
