#    L    TT             EE             BB             TE             PP             TP             EP          
   691    0.17000E+04    0.36701E+02    0.00000E+00   -0.76355E+02    0.10239E-07    0.21278E-11   -0.34201E-14
   692    0.17028E+04    0.36690E+02    0.00000E+00   -0.77948E+02    0.10216E-07    0.18669E-11   -0.30007E-14
   693    0.17058E+04    0.36672E+02    0.00000E+00   -0.79536E+02    0.10193E-07    0.16091E-11   -0.25864E-14
   694    0.17089E+04    0.36647E+02    0.00000E+00   -0.81103E+02    0.10170E-07    0.13558E-11   -0.21792E-14
   695    0.17123E+04    0.36619E+02    0.00000E+00   -0.82657E+02    0.10148E-07    0.11082E-11   -0.17812E-14
   696    0.17159E+04    0.36583E+02    0.00000E+00   -0.84212E+02    0.10125E-07    0.86754E-12   -0.13944E-14
   697    0.17196E+04    0.36541E+02    0.00000E+00   -0.85740E+02    0.10103E-07    0.63515E-12   -0.10209E-14
   698    0.17234E+04    0.36493E+02    0.00000E+00   -0.87254E+02    0.10080E-07    0.41225E-12   -0.66263E-15
   699    0.17274E+04    0.36440E+02    0.00000E+00   -0.88748E+02    0.10058E-07    0.20012E-12   -0.32165E-15
   700    0.17317E+04    0.36381E+02    0.00000E+00   -0.90229E+02    0.10035E-07    0.00000E+00    0.00000E+00
   701    0.17360E+04    0.36316E+02    0.00000E+00   -0.91697E+02    0.10013E-07   -0.18710E-12    0.30073E-15
   702    0.17406E+04    0.36245E+02    0.00000E+00   -0.93137E+02    0.99909E-08   -0.36125E-12    0.58065E-15
   703    0.17452E+04    0.36169E+02    0.00000E+00   -0.94579E+02    0.99688E-08   -0.52278E-12    0.84028E-15
   704    0.17500E+04    0.36087E+02    0.00000E+00   -0.95985E+02    0.99468E-08   -0.67202E-12    0.10802E-14
   705    0.17549E+04    0.35999E+02    0.00000E+00   -0.97371E+02    0.99248E-08   -0.80931E-12    0.13008E-14
   706    0.17601E+04    0.35905E+02    0.00000E+00   -0.98744E+02    0.99030E-08   -0.93498E-12    0.15028E-14
   707    0.17653E+04    0.35806E+02    0.00000E+00   -0.10010E+03    0.98812E-08   -0.10494E-11    0.16867E-14
   708    0.17708E+04    0.35702E+02    0.00000E+00   -0.10141E+03    0.98594E-08   -0.11528E-11    0.18529E-14
   709    0.17763E+04    0.35592E+02    0.00000E+00   -0.10272E+03    0.98378E-08   -0.12456E-11    0.20021E-14
   710    0.17820E+04    0.35477E+02    0.00000E+00   -0.10401E+03    0.98162E-08   -0.13281E-11    0.21347E-14
   711    0.17878E+04    0.35356E+02    0.00000E+00   -0.10526E+03    0.97947E-08   -0.14006E-11    0.22513E-14
   712    0.17938E+04    0.35230E+02    0.00000E+00   -0.10651E+03    0.97733E-08   -0.14635E-11    0.23524E-14
   713    0.17999E+04    0.35098E+02    0.00000E+00   -0.10771E+03    0.97520E-08   -0.15172E-11    0.24386E-14
   714    0.18061E+04    0.34962E+02    0.00000E+00   -0.10890E+03    0.97307E-08   -0.15618E-11    0.25104E-14
   715    0.18124E+04    0.34820E+02    0.00000E+00   -0.11006E+03    0.97095E-08   -0.15978E-11    0.25682E-14
   716    0.18189E+04    0.34673E+02    0.00000E+00   -0.11120E+03    0.96884E-08   -0.16255E-11    0.26128E-14
   717    0.18255E+04    0.34522E+02    0.00000E+00   -0.11230E+03    0.96674E-08   -0.16453E-11    0.26445E-14
   718    0.18321E+04    0.34365E+02    0.00000E+00   -0.11339E+03    0.96464E-08   -0.16574E-11    0.26640E-14
   719    0.18389E+04    0.34202E+02    0.00000E+00   -0.11444E+03    0.96255E-08   -0.16622E-11    0.26717E-14
   720    0.18457E+04    0.34036E+02    0.00000E+00   -0.11547E+03    0.96047E-08   -0.16601E-11    0.26683E-14
   721    0.18528E+04    0.33865E+02    0.00000E+00   -0.11646E+03    0.95840E-08   -0.16513E-11    0.26541E-14
   722    0.18599E+04    0.33689E+02    0.00000E+00   -0.11742E+03    0.95633E-08   -0.16361E-11    0.26298E-14
   723    0.18671E+04    0.33509E+02    0.00000E+00   -0.11836E+03    0.95427E-08   -0.16151E-11    0.25959E-14
   724    0.18744E+04    0.33323E+02    0.00000E+00   -0.11928E+03    0.95222E-08   -0.15883E-11    0.25530E-14
   725    0.18817E+04    0.33134E+02    0.00000E+00   -0.12015E+03    0.95018E-08   -0.15563E-11    0.25015E-14
   726    0.18893E+04    0.32942E+02    0.00000E+00   -0.12099E+03    0.94814E-08   -0.15193E-11    0.24420E-14
   727    0.18968E+04    0.32745E+02    0.00000E+00   -0.12182E+03    0.94611E-08   -0.14776E-11    0.23750E-14
   728    0.19044E+04    0.32541E+02    0.00000E+00   -0.12260E+03    0.94409E-08   -0.14316E-11    0.23011E-14
   729    0.19121E+04    0.32335E+02    0.00000E+00   -0.12336E+03    0.94208E-08   -0.13816E-11    0.22207E-14
   730    0.19198E+04    0.32126E+02    0.00000E+00   -0.12408E+03    0.94007E-08   -0.13280E-11    0.21346E-14
   731    0.19277E+04    0.31911E+02    0.00000E+00   -0.12477E+03    0.93807E-08   -0.12711E-11    0.20430E-14
   732    0.19356E+04    0.31694E+02    0.00000E+00   -0.12542E+03    0.93608E-08   -0.12111E-11    0.19467E-14
   733    0.19436E+04    0.31472E+02    0.00000E+00   -0.12605E+03    0.93410E-08   -0.11486E-11    0.18461E-14
   734    0.19516E+04    0.31247E+02    0.00000E+00   -0.12663E+03    0.93212E-08   -0.10836E-11    0.17418E-14
   735    0.19597E+04    0.31018E+02    0.00000E+00   -0.12719E+03    0.93015E-08   -0.10167E-11    0.16342E-14
   736    0.19678E+04    0.30785E+02    0.00000E+00   -0.12771E+03    0.92819E-08   -0.94818E-12    0.15240E-14
   737    0.19760E+04    0.30551E+02    0.00000E+00   -0.12820E+03    0.92623E-08   -0.87829E-12    0.14117E-14
   738    0.19841E+04    0.30313E+02    0.00000E+00   -0.12864E+03    0.92429E-08   -0.80741E-12    0.12978E-14
   739    0.19924E+04    0.30071E+02    0.00000E+00   -0.12906E+03    0.92235E-08   -0.73586E-12    0.11828E-14
   740    0.20006E+04    0.29826E+02    0.00000E+00   -0.12945E+03    0.92042E-08   -0.66398E-12    0.10672E-14
   741    0.20089E+04    0.29578E+02    0.00000E+00   -0.12980E+03    0.91849E-08   -0.59211E-12    0.95172E-15
   742    0.20173E+04    0.29329E+02    0.00000E+00   -0.13011E+03    0.91658E-08   -0.52056E-12    0.83672E-15
   743    0.20256E+04    0.29078E+02    0.00000E+00   -0.13039E+03    0.91467E-08   -0.44968E-12    0.72279E-15
   744    0.20340E+04    0.28823E+02    0.00000E+00   -0.13063E+03    0.91277E-08   -0.37980E-12    0.61046E-15
   745    0.20424E+04    0.28566E+02    0.00000E+00   -0.13084E+03    0.91087E-08   -0.31124E-12    0.50027E-15
   746    0.20507E+04    0.28307E+02    0.00000E+00   -0.13100E+03    0.90899E-08   -0.24434E-12    0.39274E-15
   747    0.20590E+04    0.28045E+02    0.00000E+00   -0.13114E+03    0.90711E-08   -0.17944E-12    0.28842E-15
   748    0.20674E+04    0.27782E+02    0.00000E+00   -0.13124E+03    0.90523E-08   -0.11686E-12    0.18783E-15
   749    0.20758E+04    0.27515E+02    0.00000E+00   -0.13131E+03    0.90337E-08   -0.56935E-13    0.91514E-16
   750    0.20842E+04    0.27248E+02    0.00000E+00   -0.13134E+03    0.90151E-08    0.00000E+00    0.00000E+00
   751    0.20926E+04    0.26978E+02    0.00000E+00   -0.13134E+03    0.89966E-08    0.53682E-13   -0.86284E-16
   752    0.21010E+04    0.26708E+02    0.00000E+00   -0.13129E+03    0.89782E-08    0.10411E-12   -0.16734E-15
   753    0.21093E+04    0.26435E+02    0.00000E+00   -0.13121E+03    0.89599E-08    0.15135E-12   -0.24327E-15
   754    0.21175E+04    0.26162E+02    0.00000E+00   -0.13109E+03    0.89416E-08    0.19547E-12   -0.31419E-15
   755    0.21259E+04    0.25887E+02    0.00000E+00   -0.13094E+03    0.89234E-08    0.23654E-12   -0.38019E-15
   756    0.21340E+04    0.25612E+02    0.00000E+00   -0.13075E+03    0.89052E-08    0.27461E-12   -0.44140E-15
   757    0.21423E+04    0.25336E+02    0.00000E+00   -0.13052E+03    0.88871E-08    0.30977E-12   -0.49790E-15
   758    0.21504E+04    0.25058E+02    0.00000E+00   -0.13026E+03    0.88691E-08    0.34207E-12   -0.54982E-15
   759    0.21585E+04    0.24780E+02    0.00000E+00   -0.12997E+03    0.88512E-08    0.37158E-12   -0.59726E-15
   760    0.21666E+04    0.24501E+02    0.00000E+00   -0.12964E+03    0.88333E-08    0.39837E-12   -0.64032E-15
   761    0.21745E+04    0.24222E+02    0.00000E+00   -0.12927E+03    0.88154E-08    0.42250E-12   -0.67911E-15
   762    0.21826E+04    0.23943E+02    0.00000E+00   -0.12887E+03    0.87977E-08    0.44405E-12   -0.71373E-15
   763    0.21904E+04    0.23665E+02    0.00000E+00   -0.12843E+03    0.87799E-08    0.46307E-12   -0.74431E-15
   764    0.21983E+04    0.23386E+02    0.00000E+00   -0.12797E+03    0.87623E-08    0.47963E-12   -0.77093E-15
   765    0.22060E+04    0.23106E+02    0.00000E+00   -0.12746E+03    0.87447E-08    0.49381E-12   -0.79371E-15
   766    0.22137E+04    0.22828E+02    0.00000E+00   -0.12692E+03    0.87271E-08    0.50566E-12   -0.81276E-15
   767    0.22213E+04    0.22551E+02    0.00000E+00   -0.12634E+03    0.87096E-08    0.51525E-12   -0.82818E-15
   768    0.22288E+04    0.22273E+02    0.00000E+00   -0.12572E+03    0.86921E-08    0.52265E-12   -0.84008E-15
   769    0.22362E+04    0.21996E+02    0.00000E+00   -0.12508E+03    0.86747E-08    0.52793E-12   -0.84856E-15
   770    0.22435E+04    0.21720E+02    0.00000E+00   -0.12441E+03    0.86574E-08    0.53115E-12   -0.85373E-15
   771    0.22508E+04    0.21445E+02    0.00000E+00   -0.12369E+03    0.86400E-08    0.53237E-12   -0.85570E-15
   772    0.22579E+04    0.21171E+02    0.00000E+00   -0.12294E+03    0.86228E-08    0.53167E-12   -0.85458E-15
   773    0.22649E+04    0.20899E+02    0.00000E+00   -0.12216E+03    0.86055E-08    0.52912E-12   -0.85047E-15
   774    0.22718E+04    0.20628E+02    0.00000E+00   -0.12135E+03    0.85883E-08    0.52477E-12   -0.84348E-15
   775    0.22787E+04    0.20359E+02    0.00000E+00   -0.12051E+03    0.85712E-08    0.51869E-12   -0.83371E-15
   776    0.22853E+04    0.20091E+02    0.00000E+00   -0.11964E+03    0.85541E-08    0.51095E-12   -0.82128E-15
   777    0.22918E+04    0.19825E+02    0.00000E+00   -0.11873E+03    0.85370E-08    0.50163E-12   -0.80628E-15
   778    0.22985E+04    0.19561E+02    0.00000E+00   -0.11778E+03    0.85199E-08    0.49077E-12   -0.78883E-15
   779    0.23047E+04    0.19300E+02    0.00000E+00   -0.11681E+03    0.85029E-08    0.47845E-12   -0.76903E-15
   780    0.23109E+04    0.19039E+02    0.00000E+00   -0.11581E+03    0.84859E-08    0.46474E-12   -0.74700E-15
   781    0.23170E+04    0.18782E+02    0.00000E+00   -0.11478E+03    0.84690E-08    0.44970E-12   -0.72282E-15
   782    0.23229E+04    0.18527E+02    0.00000E+00   -0.11374E+03    0.84520E-08    0.43340E-12   -0.69662E-15
   783    0.23287E+04    0.18274E+02    0.00000E+00   -0.11264E+03    0.84351E-08    0.41591E-12   -0.66850E-15
   784    0.23344E+04    0.18025E+02    0.00000E+00   -0.11152E+03    0.84183E-08    0.39728E-12   -0.63857E-15
   785    0.23399E+04    0.17778E+02    0.00000E+00   -0.11038E+03    0.84014E-08    0.37760E-12   -0.60693E-15
   786    0.23453E+04    0.17533E+02    0.00000E+00   -0.10919E+03    0.83846E-08    0.35692E-12   -0.57368E-15
   787    0.23504E+04    0.17292E+02    0.00000E+00   -0.10798E+03    0.83678E-08    0.33531E-12   -0.53895E-15
   788    0.23555E+04    0.17054E+02    0.00000E+00   -0.10675E+03    0.83510E-08    0.31283E-12   -0.50283E-15
   789    0.23604E+04    0.16818E+02    0.00000E+00   -0.10549E+03    0.83342E-08    0.28956E-12   -0.46542E-15
   790    0.23652E+04    0.16587E+02    0.00000E+00   -0.10421E+03    0.83174E-08    0.26556E-12   -0.42684E-15
   791    0.23698E+04    0.16359E+02    0.00000E+00   -0.10289E+03    0.83007E-08    0.24090E-12   -0.38720E-15
   792    0.23742E+04    0.16135E+02    0.00000E+00   -0.10155E+03    0.82840E-08    0.21563E-12   -0.34660E-15
   793    0.23784E+04    0.15915E+02    0.00000E+00   -0.10018E+03    0.82673E-08    0.18984E-12   -0.30514E-15
   794    0.23824E+04    0.15700E+02    0.00000E+00   -0.98797E+02    0.82506E-08    0.16358E-12   -0.26293E-15
   795    0.23863E+04    0.15487E+02    0.00000E+00   -0.97382E+02    0.82339E-08    0.13693E-12   -0.22009E-15
   796    0.23901E+04    0.15279E+02    0.00000E+00   -0.95953E+02    0.82172E-08    0.10994E-12   -0.17671E-15
   797    0.23936E+04    0.15074E+02    0.00000E+00   -0.94494E+02    0.82005E-08    0.82687E-13   -0.13291E-15
   798    0.23970E+04    0.14875E+02    0.00000E+00   -0.93020E+02    0.81838E-08    0.55235E-13   -0.88782E-16
   799    0.24002E+04    0.14680E+02    0.00000E+00   -0.91524E+02    0.81672E-08    0.27651E-13   -0.44444E-16
   800    0.24032E+04    0.14489E+02    0.00000E+00   -0.90006E+02    0.81505E-08    0.00000E+00    0.00000E+00
